t1,t2
"Stress_Shoot_Na+, Lost_Root_length, Lost_Root_thickness",42
"Stress_Shoot_Na+, Lost_Root_length, Lost_Shoot_thickness",43.7
"Stress_Shoot_Na+, Lost_Root_length, Lost_Chlorophyll_A",47.8
"Stress_Shoot_Na+, Lost_Root_length, Lost_Chlorophyll_B",44.7
"Stress_Shoot_Na+, Lost_Root_length, Seed_volume",38.4
"Stress_Shoot_Na+, Lost_Root_length, Seed_density",35.5
"Stress_Shoot_Na+, Lost_Shoot_length, Lost_Root_thickness",41.1
"Stress_Shoot_Na+, Lost_Shoot_length, Lost_Shoot_thickness",44
"Stress_Shoot_Na+, Lost_Shoot_length, Lost_Chlorophyll_A",45.9
"Stress_Shoot_Na+, Lost_Shoot_length, Lost_Chlorophyll_B",44.3
"Stress_Shoot_Na+, Lost_Shoot_length, Seed_volume",38.4
"Stress_Shoot_Na+, Lost_Shoot_length, Seed_density",35.9
"Stress_Shoot_Na+, Lost_Root_thickness, Lost_Shoot_thickness",49.4
"Stress_Shoot_Na+, Lost_Root_thickness, Lost_Chlorophyll_A",42.1
"Stress_Shoot_Na+, Lost_Root_thickness, Lost_Chlorophyll_B",41.6
"Stress_Shoot_Na+, Lost_Root_thickness, Seed_volume",38.5
"Stress_Shoot_Na+, Lost_Root_thickness, Seed_density",36.4
"Stress_Shoot_Na+, Lost_Shoot_thickness, Lost_Chlorophyll_A",51.3
"Stress_Shoot_Na+, Lost_Shoot_thickness, Lost_Chlorophyll_B",50.4
"Stress_Shoot_Na+, Lost_Shoot_thickness, Seed_volume",39.3
"Stress_Shoot_Na+, Lost_Shoot_thickness, Seed_density",38.3
"Stress_Shoot_Na+, Lost_Chlorophyll_A, Lost_Chlorophyll_B",67.4
"Stress_Shoot_Na+, Lost_Chlorophyll_A, Seed_volume",45.2
"Stress_Shoot_Na+, Lost_Chlorophyll_A, Seed_density",42.9
"Stress_Shoot_Na+, Lost_Chlorophyll_B, Seed_volume",43.3
"Stress_Shoot_Na+, Lost_Chlorophyll_B, Seed_density",42.1
"Stress_Shoot_Na+, Seed_volume, Seed_density",44.9
"Stress_Shoot_K+, SES, Stress_Chlorophyll_A",58.4
"Stress_Shoot_K+, SES, Stress_Chlorophyll_B",55.9
"Stress_Shoot_K+, SES, Width_WO_husk",37.6
"Stress_Shoot_K+, SES, Length_WO_husk",39.1
"Stress_Shoot_K+, SES, Height_WO_husk",41.2
"Stress_Shoot_K+, SES, Seed_Weight",43.4
"Stress_Shoot_K+, SES, Root_thickness",43.5
"Stress_Shoot_K+, SES, Shoot_thickness",42.5
"Stress_Shoot_K+, SES, Stress_Root_thickness",52.8
"Stress_Shoot_K+, SES, Stress_Shoot_thickness",59.1
"Stress_Shoot_K+, SES, Lost_Root_weight",41.4
"Stress_Shoot_K+, SES, Lost_Shoot_weight",38
"Stress_Shoot_K+, SES, Lost_Root_length",39.6
"Stress_Shoot_K+, SES, Lost_Shoot_length",38
"Stress_Shoot_K+, SES, Lost_Root_thickness",37.8
"Stress_Shoot_K+, SES, Lost_Shoot_thickness",45
"Stress_Shoot_K+, SES, Lost_Chlorophyll_A",56.4
"Stress_Shoot_K+, SES, Lost_Chlorophyll_B",52.6
"Stress_Shoot_K+, SES, Seed_volume",42
"Stress_Shoot_K+, SES, Seed_density",35.7
"Stress_Shoot_K+, Stress_Chlorophyll_A, Stress_Chlorophyll_B",65.3
"Stress_Shoot_K+, Stress_Chlorophyll_A, Width_WO_husk",34.6
"Stress_Shoot_K+, Stress_Chlorophyll_A, Length_WO_husk",41.7
"Stress_Shoot_K+, Stress_Chlorophyll_A, Height_WO_husk",37.1
"Stress_Shoot_K+, Stress_Chlorophyll_A, Seed_Weight",40.7
"Stress_Shoot_K+, Stress_Chlorophyll_A, Root_thickness",47.2
"Stress_Shoot_K+, Stress_Chlorophyll_A, Shoot_thickness",45.2
"Stress_Shoot_K+, Stress_Chlorophyll_A, Stress_Root_thickness",51.1
"Stress_Shoot_K+, Stress_Chlorophyll_A, Stress_Shoot_thickness",58.4
"Stress_Shoot_K+, Stress_Chlorophyll_A, Lost_Root_weight",37.7
"Stress_Shoot_K+, Stress_Chlorophyll_A, Lost_Shoot_weight",33.9
"Stress_Shoot_K+, Stress_Chlorophyll_A, Lost_Root_length",42.1
"Stress_Shoot_K+, Stress_Chlorophyll_A, Lost_Shoot_length",37.5
"Stress_Shoot_K+, Stress_Chlorophyll_A, Lost_Root_thickness",36.9
"Stress_Shoot_K+, Stress_Chlorophyll_A, Lost_Shoot_thickness",41.3
"Stress_Shoot_K+, Stress_Chlorophyll_A, Lost_Chlorophyll_A",61.5
"Stress_Shoot_K+, Stress_Chlorophyll_A, Lost_Chlorophyll_B",57.9
"Stress_Shoot_K+, Stress_Chlorophyll_A, Seed_volume",39.3
"Stress_Shoot_K+, Stress_Chlorophyll_A, Seed_density",35.9
"Stress_Shoot_K+, Stress_Chlorophyll_B, Width_WO_husk",34.7
"Stress_Shoot_K+, Stress_Chlorophyll_B, Length_WO_husk",41.7
"Stress_Shoot_K+, Stress_Chlorophyll_B, Height_WO_husk",36.3
"Stress_Shoot_K+, Stress_Chlorophyll_B, Seed_Weight",40.2
"Stress_Shoot_K+, Stress_Chlorophyll_B, Root_thickness",46.1
"Stress_Shoot_K+, Stress_Chlorophyll_B, Shoot_thickness",44.7
"Stress_Shoot_K+, Stress_Chlorophyll_B, Stress_Root_thickness",50.6
"Stress_Shoot_K+, Stress_Chlorophyll_B, Stress_Shoot_thickness",56
"Stress_Shoot_K+, Stress_Chlorophyll_B, Lost_Root_weight",38.1
"Stress_Shoot_K+, Stress_Chlorophyll_B, Lost_Shoot_weight",34.2
"Stress_Shoot_K+, Stress_Chlorophyll_B, Lost_Root_length",41.1
"Stress_Shoot_K+, Stress_Chlorophyll_B, Lost_Shoot_length",37.3
"Stress_Shoot_K+, Stress_Chlorophyll_B, Lost_Root_thickness",36.3
"Stress_Shoot_K+, Stress_Chlorophyll_B, Lost_Shoot_thickness",40.1
"Stress_Shoot_K+, Stress_Chlorophyll_B, Lost_Chlorophyll_A",59.6
"Stress_Shoot_K+, Stress_Chlorophyll_B, Lost_Chlorophyll_B",58.5
"Stress_Shoot_K+, Stress_Chlorophyll_B, Seed_volume",38.7
"Stress_Shoot_K+, Stress_Chlorophyll_B, Seed_density",36
"Stress_Shoot_K+, Width_WO_husk, Length_WO_husk",40.5
"Stress_Shoot_K+, Width_WO_husk, Height_WO_husk",58.6
"Stress_Shoot_K+, Width_WO_husk, Seed_Weight",55.5
"Stress_Shoot_K+, Width_WO_husk, Root_thickness",38.6
"Stress_Shoot_K+, Width_WO_husk, Shoot_thickness",37.1
"Stress_Shoot_K+, Width_WO_husk, Stress_Root_thickness",37.4
"Stress_Shoot_K+, Width_WO_husk, Stress_Shoot_thickness",39
"Stress_Shoot_K+, Width_WO_husk, Lost_Root_weight",37.6
"Stress_Shoot_K+, Width_WO_husk, Lost_Shoot_weight",35.1
"Stress_Shoot_K+, Width_WO_husk, Lost_Root_length",39.4
"Stress_Shoot_K+, Width_WO_husk, Lost_Shoot_length",36.5
"Stress_Shoot_K+, Width_WO_husk, Lost_Root_thickness",41.4
"Stress_Shoot_K+, Width_WO_husk, Lost_Shoot_thickness",35.4
"Stress_Shoot_K+, Width_WO_husk, Lost_Chlorophyll_A",34.8
"Stress_Shoot_K+, Width_WO_husk, Lost_Chlorophyll_B",35
"Stress_Shoot_K+, Width_WO_husk, Seed_volume",58.5
"Stress_Shoot_K+, Width_WO_husk, Seed_density",46.2
"Stress_Shoot_K+, Length_WO_husk, Height_WO_husk",36.9
"Stress_Shoot_K+, Length_WO_husk, Seed_Weight",50
"Stress_Shoot_K+, Length_WO_husk, Root_thickness",47
"Stress_Shoot_K+, Length_WO_husk, Shoot_thickness",42.7
"Stress_Shoot_K+, Length_WO_husk, Stress_Root_thickness",38.9
"Stress_Shoot_K+, Length_WO_husk, Stress_Shoot_thickness",40.9
"Stress_Shoot_K+, Length_WO_husk, Lost_Root_weight",39.9
"Stress_Shoot_K+, Length_WO_husk, Lost_Shoot_weight",40.2
"Stress_Shoot_K+, Length_WO_husk, Lost_Root_length",38.6
"Stress_Shoot_K+, Length_WO_husk, Lost_Shoot_length",36.2
"Stress_Shoot_K+, Length_WO_husk, Lost_Root_thickness",44.4
"Stress_Shoot_K+, Length_WO_husk, Lost_Shoot_thickness",37.9
"Stress_Shoot_K+, Length_WO_husk, Lost_Chlorophyll_A",39.5
"Stress_Shoot_K+, Length_WO_husk, Lost_Chlorophyll_B",40
"Stress_Shoot_K+, Length_WO_husk, Seed_volume",48
"Stress_Shoot_K+, Length_WO_husk, Seed_density",36.6
"Stress_Shoot_K+, Height_WO_husk, Seed_Weight",56.8
"Stress_Shoot_K+, Height_WO_husk, Root_thickness",36
"Stress_Shoot_K+, Height_WO_husk, Shoot_thickness",41.2
"Stress_Shoot_K+, Height_WO_husk, Stress_Root_thickness",40.9
"Stress_Shoot_K+, Height_WO_husk, Stress_Shoot_thickness",43.3
"Stress_Shoot_K+, Height_WO_husk, Lost_Root_weight",37.8
"Stress_Shoot_K+, Height_WO_husk, Lost_Shoot_weight",37.7
"Stress_Shoot_K+, Height_WO_husk, Lost_Root_length",37.1
"Stress_Shoot_K+, Height_WO_husk, Lost_Shoot_length",37.5
"Stress_Shoot_K+, Height_WO_husk, Lost_Root_thickness",39.1
"Stress_Shoot_K+, Height_WO_husk, Lost_Shoot_thickness",36.3
"Stress_Shoot_K+, Height_WO_husk, Lost_Chlorophyll_A",36.7
"Stress_Shoot_K+, Height_WO_husk, Lost_Chlorophyll_B",36.3
"Stress_Shoot_K+, Height_WO_husk, Seed_volume",60.2
"Stress_Shoot_K+, Height_WO_husk, Seed_density",47.8
"Stress_Shoot_K+, Seed_Weight, Root_thickness",40.4
"Stress_Shoot_K+, Seed_Weight, Shoot_thickness",45.6
"Stress_Shoot_K+, Seed_Weight, Stress_Root_thickness",42.7
"Stress_Shoot_K+, Seed_Weight, Stress_Shoot_thickness",45.8
"Stress_Shoot_K+, Seed_Weight, Lost_Root_weight",36
"Stress_Shoot_K+, Seed_Weight, Lost_Shoot_weight",40.6
"Stress_Shoot_K+, Seed_Weight, Lost_Root_length",35.8
"Stress_Shoot_K+, Seed_Weight, Lost_Shoot_length",37.3
"Stress_Shoot_K+, Seed_Weight, Lost_Root_thickness",35.5
"Stress_Shoot_K+, Seed_Weight, Lost_Shoot_thickness",36.4
"Stress_Shoot_K+, Seed_Weight, Lost_Chlorophyll_A",38.7
"Stress_Shoot_K+, Seed_Weight, Lost_Chlorophyll_B",37.2
"Stress_Shoot_K+, Seed_Weight, Seed_volume",64.7
"Stress_Shoot_K+, Seed_Weight, Seed_density",34.5
"Stress_Shoot_K+, Root_thickness, Shoot_thickness",52.2
"Stress_Shoot_K+, Root_thickness, Stress_Root_thickness",47.2
"Stress_Shoot_K+, Root_thickness, Stress_Shoot_thickness",47.3
"Stress_Shoot_K+, Root_thickness, Lost_Root_weight",51.3
"Stress_Shoot_K+, Root_thickness, Lost_Shoot_weight",48.3
"Stress_Shoot_K+, Root_thickness, Lost_Root_length",39.3
"Stress_Shoot_K+, Root_thickness, Lost_Shoot_length",40.7
"Stress_Shoot_K+, Root_thickness, Lost_Root_thickness",59.1
"Stress_Shoot_K+, Root_thickness, Lost_Shoot_thickness",42.1
"Stress_Shoot_K+, Root_thickness, Lost_Chlorophyll_A",40.9
"Stress_Shoot_K+, Root_thickness, Lost_Chlorophyll_B",38
"Stress_Shoot_K+, Root_thickness, Seed_volume",38.7
"Stress_Shoot_K+, Root_thickness, Seed_density",36.7
"Stress_Shoot_K+, Shoot_thickness, Stress_Root_thickness",43
"Stress_Shoot_K+, Shoot_thickness, Stress_Shoot_thickness",49.4
"Stress_Shoot_K+, Shoot_thickness, Lost_Root_weight",47.4
"Stress_Shoot_K+, Shoot_thickness, Lost_Shoot_weight",58.6
"Stress_Shoot_K+, Shoot_thickness, Lost_Root_length",35.8
"Stress_Shoot_K+, Shoot_thickness, Lost_Shoot_length",39.6
"Stress_Shoot_K+, Shoot_thickness, Lost_Root_thickness",46.7
"Stress_Shoot_K+, Shoot_thickness, Lost_Shoot_thickness",56.1
"Stress_Shoot_K+, Shoot_thickness, Lost_Chlorophyll_A",37.6
"Stress_Shoot_K+, Shoot_thickness, Lost_Chlorophyll_B",34.9
"Stress_Shoot_K+, Shoot_thickness, Seed_volume",44.2
"Stress_Shoot_K+, Shoot_thickness, Seed_density",35.2
"Stress_Shoot_K+, Stress_Root_thickness, Stress_Shoot_thickness",56.7
"Stress_Shoot_K+, Stress_Root_thickness, Lost_Root_weight",44.6
"Stress_Shoot_K+, Stress_Root_thickness, Lost_Shoot_weight",36.6
"Stress_Shoot_K+, Stress_Root_thickness, Lost_Root_length",37.7
"Stress_Shoot_K+, Stress_Root_thickness, Lost_Shoot_length",36.7
"Stress_Shoot_K+, Stress_Root_thickness, Lost_Root_thickness",43.3
"Stress_Shoot_K+, Stress_Root_thickness, Lost_Shoot_thickness",43
"Stress_Shoot_K+, Stress_Root_thickness, Lost_Chlorophyll_A",47.6
"Stress_Shoot_K+, Stress_Root_thickness, Lost_Chlorophyll_B",46.7
"Stress_Shoot_K+, Stress_Root_thickness, Seed_volume",41.2
"Stress_Shoot_K+, Stress_Root_thickness, Seed_density",36.7
"Stress_Shoot_K+, Stress_Shoot_thickness, Lost_Root_weight",40.5
"Stress_Shoot_K+, Stress_Shoot_thickness, Lost_Shoot_weight",35.4
"Stress_Shoot_K+, Stress_Shoot_thickness, Lost_Root_length",40.4
"Stress_Shoot_K+, Stress_Shoot_thickness, Lost_Shoot_length",37.4
"Stress_Shoot_K+, Stress_Shoot_thickness, Lost_Root_thickness",36.6
"Stress_Shoot_K+, Stress_Shoot_thickness, Lost_Shoot_thickness",43.9
"Stress_Shoot_K+, Stress_Shoot_thickness, Lost_Chlorophyll_A",54.6
"Stress_Shoot_K+, Stress_Shoot_thickness, Lost_Chlorophyll_B",50.5
"Stress_Shoot_K+, Stress_Shoot_thickness, Seed_volume",44.7
"Stress_Shoot_K+, Stress_Shoot_thickness, Seed_density",34.5
"Stress_Shoot_K+, Lost_Root_weight, Lost_Shoot_weight",56.2
"Stress_Shoot_K+, Lost_Root_weight, Lost_Root_length",45.1
"Stress_Shoot_K+, Lost_Root_weight, Lost_Shoot_length",49.3
"Stress_Shoot_K+, Lost_Root_weight, Lost_Root_thickness",59.6
"Stress_Shoot_K+, Lost_Root_weight, Lost_Shoot_thickness",53.8
"Stress_Shoot_K+, Lost_Root_weight, Lost_Chlorophyll_A",42.4
"Stress_Shoot_K+, Lost_Root_weight, Lost_Chlorophyll_B",43
"Stress_Shoot_K+, Lost_Root_weight, Seed_volume",35.8
"Stress_Shoot_K+, Lost_Root_weight, Seed_density",36.5
"Stress_Shoot_K+, Lost_Shoot_weight, Lost_Root_length",42.8
"Stress_Shoot_K+, Lost_Shoot_weight, Lost_Shoot_length",53.8
"Stress_Shoot_K+, Lost_Shoot_weight, Lost_Root_thickness",50.8
"Stress_Shoot_K+, Lost_Shoot_weight, Lost_Shoot_thickness",62.2
"Stress_Shoot_K+, Lost_Shoot_weight, Lost_Chlorophyll_A",41
"Stress_Shoot_K+, Lost_Shoot_weight, Lost_Chlorophyll_B",41.4
"Stress_Shoot_K+, Lost_Shoot_weight, Seed_volume",39.5
"Stress_Shoot_K+, Lost_Shoot_weight, Seed_density",35.2
"Stress_Shoot_K+, Lost_Root_length, Lost_Shoot_length",49
"Stress_Shoot_K+, Lost_Root_length, Lost_Root_thickness",42.3
"Stress_Shoot_K+, Lost_Root_length, Lost_Shoot_thickness",41.8
"Stress_Shoot_K+, Lost_Root_length, Lost_Chlorophyll_A",44
"Stress_Shoot_K+, Lost_Root_length, Lost_Chlorophyll_B",41
"Stress_Shoot_K+, Lost_Root_length, Seed_volume",35.7
"Stress_Shoot_K+, Lost_Root_length, Seed_density",34.5
"Stress_Shoot_K+, Lost_Shoot_length, Lost_Root_thickness",41.1
"Stress_Shoot_K+, Lost_Shoot_length, Lost_Shoot_thickness",42.8
"Stress_Shoot_K+, Lost_Shoot_length, Lost_Chlorophyll_A",42.4
"Stress_Shoot_K+, Lost_Shoot_length, Lost_Chlorophyll_B",41.3
"Stress_Shoot_K+, Lost_Shoot_length, Seed_volume",37
"Stress_Shoot_K+, Lost_Shoot_length, Seed_density",36.3
"Stress_Shoot_K+, Lost_Root_thickness, Lost_Shoot_thickness",49.2
"Stress_Shoot_K+, Lost_Root_thickness, Lost_Chlorophyll_A",36.7
"Stress_Shoot_K+, Lost_Root_thickness, Lost_Chlorophyll_B",38.6
"Stress_Shoot_K+, Lost_Root_thickness, Seed_volume",35.7
"Stress_Shoot_K+, Lost_Root_thickness, Seed_density",36.5
"Stress_Shoot_K+, Lost_Shoot_thickness, Lost_Chlorophyll_A",46.4
"Stress_Shoot_K+, Lost_Shoot_thickness, Lost_Chlorophyll_B",46.2
"Stress_Shoot_K+, Lost_Shoot_thickness, Seed_volume",35.7
"Stress_Shoot_K+, Lost_Shoot_thickness, Seed_density",35.5
"Stress_Shoot_K+, Lost_Chlorophyll_A, Lost_Chlorophyll_B",64
"Stress_Shoot_K+, Lost_Chlorophyll_A, Seed_volume",37.6
"Stress_Shoot_K+, Lost_Chlorophyll_A, Seed_density",35.6
"Stress_Shoot_K+, Lost_Chlorophyll_B, Seed_volume",36.1
"Stress_Shoot_K+, Lost_Chlorophyll_B, Seed_density",36
"Stress_Shoot_K+, Seed_volume, Seed_density",44.9
"SES, Stress_Chlorophyll_A, Stress_Chlorophyll_B",86.9
"SES, Stress_Chlorophyll_A, Width_WO_husk",58.9
"SES, Stress_Chlorophyll_A, Length_WO_husk",62.1
"SES, Stress_Chlorophyll_A, Height_WO_husk",60.7
"SES, Stress_Chlorophyll_A, Seed_Weight",63.9
"SES, Stress_Chlorophyll_A, Root_thickness",67.8
"SES, Stress_Chlorophyll_A, Shoot_thickness",65.6
"SES, Stress_Chlorophyll_A, Stress_Root_thickness",75.6
"SES, Stress_Chlorophyll_A, Stress_Shoot_thickness",84.2
"SES, Stress_Chlorophyll_A, Lost_Root_weight",60.5
"SES, Stress_Chlorophyll_A, Lost_Shoot_weight",58.8
"SES, Stress_Chlorophyll_A, Lost_Root_length",62.2
"SES, Stress_Chlorophyll_A, Lost_Shoot_length",59.5
"SES, Stress_Chlorophyll_A, Lost_Root_thickness",58.5
"SES, Stress_Chlorophyll_A, Lost_Shoot_thickness",64.5
"SES, Stress_Chlorophyll_A, Lost_Chlorophyll_A",84.5
"SES, Stress_Chlorophyll_A, Lost_Chlorophyll_B",79.9
"SES, Stress_Chlorophyll_A, Seed_volume",62.3
"SES, Stress_Chlorophyll_A, Seed_density",59.2
"SES, Stress_Chlorophyll_B, Width_WO_husk",56.6
"SES, Stress_Chlorophyll_B, Length_WO_husk",60
"SES, Stress_Chlorophyll_B, Height_WO_husk",58.2
"SES, Stress_Chlorophyll_B, Seed_Weight",61.6
"SES, Stress_Chlorophyll_B, Root_thickness",65.3
"SES, Stress_Chlorophyll_B, Shoot_thickness",63.4
"SES, Stress_Chlorophyll_B, Stress_Root_thickness",73.7
"SES, Stress_Chlorophyll_B, Stress_Shoot_thickness",81.2
"SES, Stress_Chlorophyll_B, Lost_Root_weight",58.5
"SES, Stress_Chlorophyll_B, Lost_Shoot_weight",56.5
"SES, Stress_Chlorophyll_B, Lost_Root_length",59.7
"SES, Stress_Chlorophyll_B, Lost_Shoot_length",57.2
"SES, Stress_Chlorophyll_B, Lost_Root_thickness",56.2
"SES, Stress_Chlorophyll_B, Lost_Shoot_thickness",62
"SES, Stress_Chlorophyll_B, Lost_Chlorophyll_A",81.7
"SES, Stress_Chlorophyll_B, Lost_Chlorophyll_B",78.7
"SES, Stress_Chlorophyll_B, Seed_volume",60
"SES, Stress_Chlorophyll_B, Seed_density",57
"SES, Width_WO_husk, Length_WO_husk",42.3
"SES, Width_WO_husk, Height_WO_husk",59.8
"SES, Width_WO_husk, Seed_Weight",58.2
"SES, Width_WO_husk, Root_thickness",44
"SES, Width_WO_husk, Shoot_thickness",44.8
"SES, Width_WO_husk, Stress_Root_thickness",53.6
"SES, Width_WO_husk, Stress_Shoot_thickness",60.6
"SES, Width_WO_husk, Lost_Root_weight",42.1
"SES, Width_WO_husk, Lost_Shoot_weight",38.6
"SES, Width_WO_husk, Lost_Root_length",40.5
"SES, Width_WO_husk, Lost_Shoot_length",39.3
"SES, Width_WO_husk, Lost_Root_thickness",42.7
"SES, Width_WO_husk, Lost_Shoot_thickness",45.6
"SES, Width_WO_husk, Lost_Chlorophyll_A",56.8
"SES, Width_WO_husk, Lost_Chlorophyll_B",53.1
"SES, Width_WO_husk, Seed_volume",60.4
"SES, Width_WO_husk, Seed_density",45.7
"SES, Length_WO_husk, Height_WO_husk",41.3
"SES, Length_WO_husk, Seed_Weight",55.1
"SES, Length_WO_husk, Root_thickness",54
"SES, Length_WO_husk, Shoot_thickness",50
"SES, Length_WO_husk, Stress_Root_thickness",55.9
"SES, Length_WO_husk, Stress_Shoot_thickness",62.4
"SES, Length_WO_husk, Lost_Root_weight",40.1
"SES, Length_WO_husk, Lost_Shoot_weight",40.8
"SES, Length_WO_husk, Lost_Root_length",45.2
"SES, Length_WO_husk, Lost_Shoot_length",40.1
"SES, Length_WO_husk, Lost_Root_thickness",44.8
"SES, Length_WO_husk, Lost_Shoot_thickness",44.8
"SES, Length_WO_husk, Lost_Chlorophyll_A",59.4
"SES, Length_WO_husk, Lost_Chlorophyll_B",56.5
"SES, Length_WO_husk, Seed_volume",52.5
"SES, Length_WO_husk, Seed_density",41.2
"SES, Height_WO_husk, Seed_Weight",61
"SES, Height_WO_husk, Root_thickness",46.7
"SES, Height_WO_husk, Shoot_thickness",49.2
"SES, Height_WO_husk, Stress_Root_thickness",56.5
"SES, Height_WO_husk, Stress_Shoot_thickness",63.6
"SES, Height_WO_husk, Lost_Root_weight",43.7
"SES, Height_WO_husk, Lost_Shoot_weight",40.6
"SES, Height_WO_husk, Lost_Root_length",42.1
"SES, Height_WO_husk, Lost_Shoot_length",41.6
"SES, Height_WO_husk, Lost_Root_thickness",42.4
"SES, Height_WO_husk, Lost_Shoot_thickness",46.7
"SES, Height_WO_husk, Lost_Chlorophyll_A",58.3
"SES, Height_WO_husk, Lost_Chlorophyll_B",53.9
"SES, Height_WO_husk, Seed_volume",63.4
"SES, Height_WO_husk, Seed_density",47.9
"SES, Seed_Weight, Root_thickness",52.2
"SES, Seed_Weight, Shoot_thickness",54.4
"SES, Seed_Weight, Stress_Root_thickness",60
"SES, Seed_Weight, Stress_Shoot_thickness",67
"SES, Seed_Weight, Lost_Root_weight",44.9
"SES, Seed_Weight, Lost_Shoot_weight",44.2
"SES, Seed_Weight, Lost_Root_length",44.7
"SES, Seed_Weight, Lost_Shoot_length",44.1
"SES, Seed_Weight, Lost_Root_thickness",43.8
"SES, Seed_Weight, Lost_Shoot_thickness",47.5
"SES, Seed_Weight, Lost_Chlorophyll_A",61.2
"SES, Seed_Weight, Lost_Chlorophyll_B",57.3
"SES, Seed_Weight, Seed_volume",69.2
"SES, Seed_Weight, Seed_density",44.1
"SES, Root_thickness, Shoot_thickness",61
"SES, Root_thickness, Stress_Root_thickness",64.8
"SES, Root_thickness, Stress_Shoot_thickness",69
"SES, Root_thickness, Lost_Root_weight",51.5
"SES, Root_thickness, Lost_Shoot_weight",50.8
"SES, Root_thickness, Lost_Root_length",49.3
"SES, Root_thickness, Lost_Shoot_length",45.2
"SES, Root_thickness, Lost_Root_thickness",60.3
"SES, Root_thickness, Lost_Shoot_thickness",45.5
"SES, Root_thickness, Lost_Chlorophyll_A",62.8
"SES, Root_thickness, Lost_Chlorophyll_B",58.5
"SES, Root_thickness, Seed_volume",50.2
"SES, Root_thickness, Seed_density",45
"SES, Shoot_thickness, Stress_Root_thickness",60.9
"SES, Shoot_thickness, Stress_Shoot_thickness",69
"SES, Shoot_thickness, Lost_Root_weight",47.6
"SES, Shoot_thickness, Lost_Shoot_weight",59.5
"SES, Shoot_thickness, Lost_Root_length",44.2
"SES, Shoot_thickness, Lost_Shoot_length",43.3
"SES, Shoot_thickness, Lost_Root_thickness",49.1
"SES, Shoot_thickness, Lost_Shoot_thickness",56.1
"SES, Shoot_thickness, Lost_Chlorophyll_A",60.2
"SES, Shoot_thickness, Lost_Chlorophyll_B",56
"SES, Shoot_thickness, Seed_volume",52.6
"SES, Shoot_thickness, Seed_density",43.1
"SES, Stress_Root_thickness, Stress_Shoot_thickness",79.8
"SES, Stress_Root_thickness, Lost_Root_weight",58.5
"SES, Stress_Root_thickness, Lost_Shoot_weight",53.9
"SES, Stress_Root_thickness, Lost_Root_length",53.7
"SES, Stress_Root_thickness, Lost_Shoot_length",53.9
"SES, Stress_Root_thickness, Lost_Root_thickness",55.7
"SES, Stress_Root_thickness, Lost_Shoot_thickness",60.4
"SES, Stress_Root_thickness, Lost_Chlorophyll_A",71.9
"SES, Stress_Root_thickness, Lost_Chlorophyll_B",68.8
"SES, Stress_Root_thickness, Seed_volume",58.1
"SES, Stress_Root_thickness, Seed_density",53.5
"SES, Stress_Shoot_thickness, Lost_Root_weight",62
"SES, Stress_Shoot_thickness, Lost_Shoot_weight",59.7
"SES, Stress_Shoot_thickness, Lost_Root_length",62.2
"SES, Stress_Shoot_thickness, Lost_Shoot_length",60.4
"SES, Stress_Shoot_thickness, Lost_Root_thickness",59.5
"SES, Stress_Shoot_thickness, Lost_Shoot_thickness",66
"SES, Stress_Shoot_thickness, Lost_Chlorophyll_A",80.4
"SES, Stress_Shoot_thickness, Lost_Chlorophyll_B",75.6
"SES, Stress_Shoot_thickness, Seed_volume",65.4
"SES, Stress_Shoot_thickness, Seed_density",59.4
"SES, Lost_Root_weight, Lost_Shoot_weight",57.9
"SES, Lost_Root_weight, Lost_Root_length",49.7
"SES, Lost_Root_weight, Lost_Shoot_length",52.3
"SES, Lost_Root_weight, Lost_Root_thickness",60.5
"SES, Lost_Root_weight, Lost_Shoot_thickness",59.4
"SES, Lost_Root_weight, Lost_Chlorophyll_A",60.3
"SES, Lost_Root_weight, Lost_Chlorophyll_B",57.6
"SES, Lost_Root_weight, Seed_volume",43.7
"SES, Lost_Root_weight, Seed_density",40.1
"SES, Lost_Shoot_weight, Lost_Root_length",45.9
"SES, Lost_Shoot_weight, Lost_Shoot_length",55.1
"SES, Lost_Shoot_weight, Lost_Root_thickness",51.8
"SES, Lost_Shoot_weight, Lost_Shoot_thickness",65.6
"SES, Lost_Shoot_weight, Lost_Chlorophyll_A",58.8
"SES, Lost_Shoot_weight, Lost_Chlorophyll_B",55.7
"SES, Lost_Shoot_weight, Seed_volume",42.5
"SES, Lost_Shoot_weight, Seed_density",37.9
"SES, Lost_Root_length, Lost_Shoot_length",51.4
"SES, Lost_Root_length, Lost_Root_thickness",42.9
"SES, Lost_Root_length, Lost_Shoot_thickness",50.1
"SES, Lost_Root_length, Lost_Chlorophyll_A",61.2
"SES, Lost_Root_length, Lost_Chlorophyll_B",56.8
"SES, Lost_Root_length, Seed_volume",43.6
"SES, Lost_Root_length, Seed_density",40
"SES, Lost_Shoot_length, Lost_Root_thickness",43.4
"SES, Lost_Shoot_length, Lost_Shoot_thickness",50.2
"SES, Lost_Shoot_length, Lost_Chlorophyll_A",59.6
"SES, Lost_Shoot_length, Lost_Chlorophyll_B",56.1
"SES, Lost_Shoot_length, Seed_volume",42.8
"SES, Lost_Shoot_length, Seed_density",38
"SES, Lost_Root_thickness, Lost_Shoot_thickness",53.6
"SES, Lost_Root_thickness, Lost_Chlorophyll_A",56.6
"SES, Lost_Root_thickness, Lost_Chlorophyll_B",53.7
"SES, Lost_Root_thickness, Seed_volume",42.3
