accession_name,Root_thickness,Stress_Root_Na+,Shoot_weight,Shoot_length,Stress_Shoot_Na+,Lost_Shoot_weight,Height_WO_husk,Root_length,Stress_Chlorophyll_A,Root_Na+,SES,Stress_Shoot_weight,Stress_Chlorophyll_B,Seed_density,Stress_Shoot_thickness,Seed_volume,Shoot_K+,Seed_Weight,Stress_Root_thickness,Lost_Chlorophyll_A,Stress_Root_length,Lost_Chlorophyll_B,Root_weight,Lost_Root_weight,Lost_Root_thickness,Chlorophyll_B,Lost_Shoot_thickness,Stress_Shoot_K+,Shoot_Na+,Stress_Root_weight,Chlorophyll_A,Stress_Shoot_length,Length_WO_husk,Root_K+,Shoot_thickness,Width_WO_husk,Lost_Root_length,Stress_Root_K+,Lost_Shoot_length
IRIS_313-10340,-0.2650549936597428,-0.30800505368772474,-1.8073139592659409,-1.2633978630119171,-0.7052421170515983,-0.7446058690565215,-0.7154839136594853,-2.8632171378990643,1.284725110031624,-1.3241422364364221,0.8708360524261926,-2.030488400037936,1.013793577958124,0.13535864679308887,-0.8059102775934855,0.10689003367280556,-0.1004361786017398,0.04247189223076942,-1.6507039299432091,-1.9886529008107727,-1.8549036014719635,-2.082268922185599,-2.0473705244519484,-0.2698046864584556,0.7163142699064627,-1.2815876025681383,-1.1809798089282422,0.5120054121128724,-0.2372101968165797,-2.144348891193764,-1.2041178226869034,-2.8755530332249584,1.7399013222438493,0.6220280619153602,-1.7529453210670407,-0.8914815584213952,-0.5873832091136993,0.5566840848939897,2.097334869419801
IRIS_313-10341,2.3236796176138808,0.038193232233745766,1.808526588473906,-0.47781810721342,0.6798235646622752,1.5060806727716085,0.6694011456592669,-1.2159175354398444,0.8657548121851236,-0.1578984293907316,-0.4843153304600714,1.1366897529414135,0.8755001992185114,0.5218551233630913,2.2328585793893714,0.5811718811660842,-0.5064843033100194,0.8786750088974998,1.654722746170992,-0.10554428393645332,-0.7214321301831438,1.1360950596332462,1.2410630160127194,0.4961237551886665,1.7642622581319414,2.3335779125309597,1.4030638783959388,0.34027130382467946,0.11992540276564148,1.0042996684823196,1.5419038613782703,-0.7218003482816253,0.15415143354276212,-0.6900055801056301,2.633721620754624,0.4487742993288745,-0.5392168515323409,-1.599403236318039,0.18547662885579266
IRIS_313-10537,-0.2418305566188348,1.4211846480005568,-0.03655391990968268,1.1528309350834407,-0.30053505324335034,-0.4899246667259919,0.7787208723464079,-0.5811380746626479,-0.09670191237919633,1.1761081235623383,-0.7553456170444984,0.3255955222656402,-0.21081704148301586,-1.0883535774997797,-0.0983818571297121,0.04559199634252998,-0.5232272932265015,-0.36133829426816094,0.5428944011530817,0.6052415571803678,-0.8220998395331172,0.7009393159389539,-0.5092549825389935,-0.5205954143799808,-0.6222899462834514,1.214740773277933,-0.6678328706101991,-1.0385123026133398,0.09842244783193246,-0.1625264991029823,1.4400799502005128,1.3876354874915908,-1.0056182967697052,-0.7242996380722954,-0.7455817350512572,0.5375864344809997,0.4374663746325797,0.5580170479528272,-0.008381876579242647
IRIS_313-10539,-0.05364090657993225,-2.4812113383926566,0.7740862066360766,1.9330800717064192,0.10773187471047443,1.2836822262760472,0.872136288442668,0.2731367478198701,1.0358699735846482,-0.9478966965496688,-0.2132850473197101,-0.3706300367848136,1.099968153870334,-0.5599233580751392,-0.24224530930386604,1.3362525910034362,1.4550593288472042,1.569916656666761,0.287455896574643,0.05021755288129407,-1.0717053169383843,0.3152070159003809,0.08044996428472746,0.536792520702547,-0.228941788890118,1.8406647717874047,0.3210186594895453,-1.2850372979742068,1.950205226291107,-0.4961811633391644,2.1686150142633767,-0.4307135807537227,0.5738326399535122,1.4219142742099502,0.1730660796279091,1.126976058672382,1.42534166550647,-0.6982724700424767,3.147320392014987
IRIS_313-10587,-0.7016171219893304,-0.2060782531927604,0.4222755757266517,-0.6408136006325613,0.3552135191919568,0.9286009037325232,3.1245805864350684,1.575715525175786,-1.0485217629400518,-0.8591046337819048,0.3287755094416808,-0.5432943308229332,-1.0146594928582315,-1.446127699012434,-0.3107390647469573,2.764165232116356,0.5496135330484588,2.40890572288048,-0.4532013244829655,1.7465296752423742,0.21275986320888515,2.7205235797701794,0.21317879112909066,0.4825674981194973,-0.3734646026965469,2.513831657663191,1.3581653304301862,1.806897885506692,-1.2152923206814132,-0.25980100801236355,1.940951802154984,-0.7662479903741443,-0.2493743815516381,-1.3066254175984011,0.9659319947641679,2.4833795773594027,1.281728906423595,-0.904760014679674,0.012208268532020129
IRIS_313-10592,-0.5108937958694181,-1.1124579372649703,0.5890735515283515,-0.4373179799359833,1.4038419779778202,1.3580686289676946,2.3114004377860056,2.7377499797128664,-1.6561023505867452,-1.51737280584409,1.4128965808203249,-0.8013753493252802,-1.6908105765050114,-0.1403732444342559,-0.7060506581615063,2.6609860969193693,0.6486665473267152,2.8624090669904145,0.3124026769678321,2.0076201964507603,0.10592011635776584,1.77311723457366,1.0774191693094592,0.9977052102183421,-0.7217538257512718,0.612443340284042,1.7471119386287348,-0.03200041374979076,-0.9254872287738304,0.2542366286957644,0.8317388728188263,-0.8102253006258606,0.5923499149268805,-2.276244183024934,1.0513059898130903,2.0070235797252702,2.4307059661376766,-0.6049874569544834,0.35459611151798737
IRIS_313-10593,1.5238044422690311,0.2419449611146212,1.0278942912556264,0.8700975261483137,-0.125395527137963,0.5393318339081394,0.11771968093063775,-0.6872999345696154,2.0614068233410583,0.10503169176319983,-1.2974062013584604,1.2021133828742396,1.537396379594397,2.1472167690679007,1.3363742978596296,-0.4121229134883384,-0.006535599541195826,0.09519888415628652,2.906212149176985,-1.090451748270385,-0.7214321301831438,-0.8214466598491618,0.9323609884077873,-1.0764018932127697,-0.6871037545029139,0.7582862619922481,-0.15780958041441387,-0.16102609320563355,-0.14383500080608475,2.1710480539988986,0.6733619040888041,0.35509423900091897,-0.2928460383921478,-0.7818263305441354,0.903840083145222,-0.6088974920282664,0.05764729274803431,0.34923041214094114,0.6423258286598011
IRIS_313-10595,0.8460178802441005,0.7528905117573058,1.2272611027686176,-0.8065051239659317,2.0835680914533987,2.674790686358797,0.5754181469529009,-0.4743755589297926,-0.4615651645987848,0.5635288861546661,0.8708360524261926,-1.2984825279977814,-0.4294259746540102,0.16599978436195492,-1.4179542569497647,0.6882982318026272,-0.6380288858238918,0.8307477565094356,-2.1306947182355858,1.2785381454727929,-0.5185008519404033,2.1175496245069723,0.353781802359356,2.0822056578124566,1.945980262030855,2.4628379275371275,3.101312919666628,-1.5202934387952818,-0.7000954325994785,-1.8152308022741983,2.36759326977785,-1.064432173335857,0.7204358970218772,-0.011603861483303371,2.2878412900789247,0.15811640246736822,0.05764729274803431,-0.9093876115513893,0.15755313515164893
IRIS_313-10598,-0.7707060842777167,1.0052608204707592,-1.2652499471467842,-0.9868120590035756,-0.4702499629497219,-1.2515512458910572,-0.2169977601702656,0.5717208689737882,-1.2566503996064955,-0.5735880292738088,0.8708360524261926,-0.5135885741519837,-1.182672692740471,-0.15409818724518307,-0.5525996207284489,0.3459333253529929,-1.5342911864917086,0.1658418328792685,0.6856311069394735,1.4631876954603569,-0.7718288898609763,1.461983393957312,-0.3259340066660751,-0.4392578809120937,-1.3235692501488951,0.6652930610070708,-0.7447949625387266,1.6727432189598128,-1.347638313119344,-0.023590286429565205,0.2664439250067534,-0.2481035973746513,0.007980952632921772,-1.288334854565928,-1.248295470712358,0.8201705008741291,1.3296017447526598,-1.812504757504452,-1.0432640444792765
IRIS_313-10600,0.5049495029132061,1.2497970530559368,0.17126123636109708,-0.6359708000593085,2.2108406673179584,0.3752552458488684,-0.5541569697140079,-0.015186893779601597,-0.139713427856406,-0.4952756173293619,0.5998057822495273,-0.2648037286375868,-0.5832728468366029,-0.4804956175121824,0.21683242839505992,-0.7508593666800036,-0.5064843033100194,-0.9239343617874168,-0.30258735229232103,-0.22224678816308696,-0.6709053583761483,0.1882156754414772,0.3737053498027211,1.0519302311746404,0.7091655109863493,-0.7047565085329036,0.4852972463041509,0.33252117563778216,-0.5230679592523172,-0.6214914204068072,-0.7233104270793237,-0.8645415284131269,0.7708295895167455,0.2603812727172479,0.6298366060928279,-1.5373879958914043,0.8487891549298548,0.5913686134642204,0.14361986597590093
