accession_name,Treatment,Root weight,Shoot weight,Root length,Shoot length,Root Na+,Root K+,Shoot Na+,Shoot K+,SES,Chlorophyll A,Chlorophyll B,Root thickness,Shoot thickness
IRGC 53484,Stress,75.0,360.0,9.5,36.5,0.140308662,0.015607581,0.177686814,0.028765294,8.0,0.00034887,0.00085244,7.894736842105263,9.863013698630137
IRGC 37793,Stress,,,,,0.140308662,0.015607581,0.126503102,0.024011663,,,,,
IRGC 31841,Stress,143.0,766.0,11.0,42.5,0.13704502699999999,0.024278459,0.140034211,0.029442872000000002,3.0,0.019050708,0.01776186,13.0,18.023529411764706
IRGC 38130,Stress,76.0,534.0,9.5,44.0,0.136533355,0.01477146,0.153027358,0.022296543999999998,7.0,0.022007682,0.02255128,8.0,12.136363636363637
IRGC 29009,Stress,9.0,28.0,4.0,21.0,0.13238466599999998,0.024061687000000002,0.131098573,0.03639206,9.0,,,2.25,1.3333333333333333
IRGC 43872,Stress,80.0,342.0,10.0,43.0,0.13238466599999998,0.02173913,0.224350396,0.025053644,8.0,0.013552998,0.019886900000000002,8.0,7.953488372093023
IRGC 77216,Stress,139.0,819.0,12.5,46.5,0.128235977,0.028706799999999998,0.095874865,0.037041033,5.0,0.019426846,0.01869308,11.12,17.612903225806452
IRGC 8855,Stress,22.0,33.0,2.5,8.0,0.124087288,0.01477146,0.165014106,0.025315868,9.0,0.00109072,0.00133118,8.8,4.125
IRGC 58736,Stress,114.0,493.0,11.5,53.0,0.119938599,0.019416574,0.12046284300000001,0.037611342,5.0,0.019497422,0.01868298,9.91304347826087,9.30188679245283
IRGC 27568,Stress,86.0,641.0,11.5,42.0,0.119938599,0.017094017,0.128235977,0.037997027,3.0,0.015083214,0.01387336,7.478260869565218,15.261904761904763
IRGC 8794,Stress,114.0,562.0,10.0,43.0,0.118680164,0.022234609,0.129853966,0.050963529,7.0,0.01615228,0.01540856,11.4,13.069767441860465
IRGC 8593,Stress,55.0,377.0,8.75,37.0,0.115416528,0.010962467,0.23172917399999998,0.016202155,6.0,0.019237574,0.01900214,6.285714285714286,10.18918918918919
IRGC 49242,Stress,75.0,481.0,11.0,46.5,0.111641221,0.031029357,0.105150409,0.01508958,6.0,0.01693824,0.015947899999999997,6.818181818181818,10.344086021505376
IRGC 26744,Stress,33.0,175.0,7.0,41.5,0.111641221,0.026384243999999998,0.18446579999999999,0.038765582,8.0,,,4.714285714285714,4.216867469879518
IRGC 43915,Stress,43.0,297.0,6.0,30.5,0.110382786,0.014492753999999998,0.42010263200000003,0.045450647000000004,7.0,0.01259942,0.0123826,7.166666666666667,9.737704918032787
IRGC 53479,Stress,104.0,649.0,10.0,42.0,0.10938710000000001,0.011117305,0.122007533,0.021650267,6.0,0.016285412,0.01567924,10.4,15.452380952380953
IRGC 77292,Stress,29.0,308.0,7.5,38.5,0.10761699300000001,0.026879722999999998,0.150864771,0.044097609,5.0,0.013077412,0.0076760000000000005,3.8666666666666667,8.0
IRGC 77292,Stress,42.0,209.0,7.0,33.0,0.10749253199999999,0.010126346999999999,0.139898822,0.013287839,8.0,0.008357642,0.0089284,6.0,6.333333333333333
IRGC 29333,Stress,43.0,190.0,8.75,30.0,0.103343843,0.017094017,0.151296762,0.032807772,,,,4.914285714285715,6.333333333333333
IRGC 77293,Stress,124.0,704.0,6.5,37.5,0.103343843,0.01477146,0.12284860800000001,0.027499071,3.0,0.01634476,0.01567722,19.076923076923077,18.773333333333333
IRGC 25927,Stress,,,,,0.103343843,0.010126346999999999,0.11902127800000001,0.026735207999999996,6.0,0.019086798000000002,0.01894356,,
IRGC 8341,Stress,87.0,605.0,12.5,44.0,0.102085408,0.012944383,0.132260206,0.028985507,7.0,0.017651218,0.01644482,6.96,13.75
IRGC 34749,Stress,79.0,391.0,9.5,38.0,0.099319615,0.020686238,0.07213533,0.032980305,5.0,0.013512898,0.00805778,8.31578947368421,10.289473684210526
IRGC 37967,Control,40.0,816.0,5.0,51.0,0.09919515400000001,0.052768487999999995,0.019083969,0.017094017,,0.018263144,0.01745684,8.0,16.0
IRGC 77279,Stress,82.0,472.0,10.0,44.0,0.09919515400000001,0.037997027,0.165268684,0.052194183,6.0,0.014366226000000001,0.00869004,8.2,10.727272727272727
IRGC 38426,Stress,,,,,0.09919515400000001,0.019416574,0.119938599,0.040319584,7.0,0.017372122,0.0164327,,
IRGC 64778,Stress,2.0,5.0,2.0,3.0,0.09919515400000001,0.019416574,0.084686787,0.032126203,9.0,,,1.0,1.6666666666666667
IRGC 6534,Stress,62.0,339.0,8.0,48.5,0.09919515400000001,0.01477146,0.130752849,0.020748173,6.0,0.016442604,0.01538432,7.75,6.989690721649485
IRGC 29260,Stress,45.0,256.0,9.5,42.0,0.09919515400000001,0.012448903999999998,0.188587549,0.02893242,8.0,0.00646412,0.00651046,4.7368421052631575,6.095238095238095
IRGC 66815,Stress,77.0,397.0,12.0,40.0,0.09919515400000001,0.010126346999999999,0.137072685,0.038116473,6.0,0.022546626,0.0230482,6.416666666666667,9.925
IRGC 58824,Stress,68.0,310.0,8.5,40.0,0.096553822,0.02378298,0.14483073300000002,0.028706799999999998,7.0,0.010816573999999999,0.01054642,8.0,7.75
IRGC 25855,Stress,52.0,281.0,10.5,37.0,0.096553822,0.012944383,0.19009293100000002,0.01477146,7.0,0.010696273999999999,0.01029998,4.9523809523809526,7.594594594594595
IRGC 8497,Stress,130.0,650.0,7.75,44.0,0.095233156,0.020159792,0.133346895,0.028050491,6.0,0.017719388,0.01284114,16.774193548387096,14.772727272727273
IRGC 77299,Stress,3.0,10.0,4.0,3.0,0.095046465,0.024061687000000002,0.181040886,0.032560032999999995,9.0,,,0.75,3.3333333333333335
IRGC 29221,Stress,29.0,65.0,6.75,25.5,0.095046465,0.010126346999999999,0.15260793,0.022725323999999998,9.0,0.002167004,0.00244218,4.296296296296297,2.549019607843137
IRGC 77216,Stress,82.0,587.0,10.25,45.0,0.09378803,0.016041125,0.19612927300000002,0.013703083999999999,7.0,0.023934887999999998,0.0259267,8.0,13.044444444444444
IRGC 37346,Stress,18.0,51.0,2.5,24.0,0.09378803,0.016041125,0.130031767,0.040611562000000004,9.0,0.000522102,0.00069488,7.2,2.125
IRGC 38456,Stress,53.0,578.0,10.0,54.0,0.09378803,0.012944383,0.139221269,0.023991602999999997,6.0,0.015817846,0.01527928,5.3,10.703703703703704
IRGC 26624,Stress,,,,,0.09378803,0.011396011000000001,0.011396011000000001,0.006843800000000001,,,,,
IRGC 77258,Stress,58.0,294.0,10.5,41.0,0.09378803,0.00984764,0.129140392,0.030397622000000003,8.0,0.01105557,0.01155238,5.523809523809524,7.170731707317073
IRGC 6046,Control,80.0,570.0,6.5,55.0,0.093760372,1.41025641,0.004136644,0.007748049,,0.019156572,0.0195031,12.307692307692308,10.363636363636363
IRGC 29072,Stress,2.0,5.0,5.0,3.5,0.093158812,0.017837235,0.165520838,0.054042575999999995,9.0,,,0.4,1.4285714285714286
IRGC 29068,Stress,46.0,150.0,7.75,37.5,0.09102223699999999,0.011396011000000001,0.16546577699999998,0.037041033,9.0,0.0038792740000000003,0.00416524,5.935483870967742,4.0
IRGC 26399,Stress,93.0,553.0,7.75,47.0,0.090897776,0.028706799999999998,0.133346895,0.043034727,7.0,0.019146146,0.01835978,12.0,11.76595744680851
IRGC 6588,Stress,123.0,747.0,13.5,49.0,0.090897776,0.02173913,0.118724657,0.029728725,5.0,0.01945652,0.01829716,9.11111111111111,15.244897959183673
IRGC 77285,Stress,,,,,0.090897776,0.01477146,0.137383395,0.044197759,9.0,0.004049298,0.00464196,,
IRGC 53483,Stress,74.0,475.0,7.0,35.5,0.090897776,0.00780379,0.152799408,0.029442872000000002,7.0,0.017909462,0.01721444,10.571428571428571,13.380281690140846
IRGC 29146,Stress,46.0,337.0,9.0,33.0,0.090897776,0.00780379,0.149406336,0.028050491,,,,5.111111111111111,10.212121212121213
IRGC 39559,Stress,53.0,279.0,6.5,38.5,0.08901012300000001,0.012030843999999999,0.11578991,0.026384243999999998,7.0,0.006908428,0.00716292,8.153846153846153,7.246753246753247
IRGC 49375,Stress,46.0,399.0,7.75,34.0,0.088256444,0.020686238,0.173498175,0.024897807999999997,6.0,0.01843397,0.0182204,5.935483870967742,11.735294117647058
IRGC 37086,Stress,72.0,446.0,11.0,47.0,0.088256444,0.020686238,0.104208922,0.040188832,7.0,0.015165018,0.01451168,6.545454545454546,9.48936170212766
IRGC 8341,Stress,13.0,103.0,5.5,29.0,0.088256444,0.014492753999999998,0.152088697,0.023501763,9.0,0.004257818,0.00432886,2.3636363636363638,3.5517241379310347
IRGC 32817,Stress,89.0,464.0,9.5,43.0,0.088256444,0.014492753999999998,0.08260039799999999,0.037997027,7.0,0.018842188,0.01856986,9.368421052631579,10.790697674418604
IRGC 49242,Stress,76.0,450.0,9.5,42.0,0.088256444,0.012944383,0.07845170900000001,0.044964697000000005,6.0,0.020176716,0.01971116,8.0,10.714285714285714
IRGC 25855,Stress,75.0,412.0,8.5,45.0,0.088256444,0.008299269,0.126080635,0.038399604,6.0,0.014440811999999999,0.01372186,8.823529411764707,9.155555555555555
IRGC 6046,Stress,15.0,100.0,6.0,30.0,0.086935778,0.024804905,0.09678187,0.037441366000000004,7.0,0.0041808259999999995,0.00067266,2.5,3.3333333333333335
IRGC 32816,Stress,89.0,581.0,9.5,47.0,0.086935778,0.015514678999999998,0.15991813300000002,0.025888765,3.0,0.019234366,0.01825272,9.368421052631579,12.361702127659575
IRGC 29283,Stress,40.0,181.0,5.5,39.0,0.08674908699999999,0.024061687000000002,0.165591959,0.033975686,9.0,0.001498136,0.00171094,7.2727272727272725,4.641025641025641
IRGC 29009,Stress,72.0,157.0,6.0,32.5,0.08674908699999999,0.02173913,0.209204558,0.020810108,8.0,0.004119874,0.00443592,12.0,4.8307692307692305
IRGC 38130,Control,76.0,705.0,8.0,54.5,0.08674908699999999,0.020252693999999998,0.027306671,0.103864734,,0.017994474,0.01719828,9.5,12.935779816513762
IRGC 38416,Stress,116.0,845.0,8.5,49.0,0.08674908699999999,0.01477146,0.150864771,0.033775135,4.0,0.0181653,0.01731342,13.647058823529411,17.244897959183675
IRGC 6588,Stress,98.0,482.0,10.0,46.5,0.08674908699999999,0.01477146,0.137791791,0.032082249,9.0,0.013589088000000001,0.01395416,9.8,10.365591397849462
IRGC 77292,Stress,29.0,89.0,4.75,27.75,0.08674908699999999,0.012448903999999998,0.212294344,0.024420024,9.0,0.00111879,0.00120392,6.105263157894737,3.2072072072072073
IRGC 82168,Stress,14.0,49.0,2.5,15.0,0.08674908699999999,0.012448903999999998,0.11207387,0.027737962999999997,,,,5.6,3.2666666666666666
IRGC 27594,Control,58.0,447.0,10.5,39.0,0.08549065199999999,0.075994054,0.010350979,0.0005063169999999999,,0.018210212,0.02140594,5.523809523809524,11.461538461538462
IRGC 26578,Stress,43.0,310.0,10.5,44.0,0.08549065199999999,0.020686238,0.06412029400000001,0.031896445,8.0,0.016724106000000002,0.01642664,4.095238095238095,7.045454545454546
IRGC 38251,Stress,,,,,0.08549065199999999,0.017589496,0.130321797,0.046174402999999996,,,,,
IRGC 26478,Stress,93.0,422.0,9.0,40.5,0.08549065199999999,0.012944383,0.14483073300000002,0.037997027,7.0,0.014674194,0.01454198,10.333333333333334,10.419753086419753
IRGC 49242,Stress,112.0,580.0,10.0,45.5,0.08549065199999999,0.012944383,0.074978125,0.048872223,6.0,0.020195964,0.0199071,11.2,12.747252747252746
IRGC 37550,Stress,101.0,505.0,9.5,41.0,0.08549065199999999,0.00984764,0.10278377,0.019509476,7.0,0.015075996000000001,0.01467328,10.631578947368421,12.317073170731707
IRGC 29432,Stress,56.0,133.0,7.5,27.0,0.084861434,0.018998513999999998,0.16153578400000002,0.043867997,9.0,0.0029329140000000004,0.00337138,7.466666666666667,4.925925925925926
IRGC 38416,Stress,24.0,160.0,4.5,46.5,0.084861434,0.018998513999999998,0.14415926,0.031586771,9.0,0.0049395179999999995,0.0051712,5.333333333333333,3.4408602150537635
IRGC 38293,Stress,37.0,130.0,6.75,30.25,0.08278708900000001,0.010869565,0.12034969699999999,0.034542752,9.0,0.0027925640000000004,0.00301788,5.481481481481482,4.297520661157025
IRGC 31812,Stress,105.0,637.0,9.5,42.5,0.082724859,0.022234609,0.13955152699999998,0.032980305,6.0,0.020273758,0.02030302,11.052631578947368,14.988235294117647
IRGC 37346,Stress,77.0,382.0,10.0,39.5,0.082724859,0.011396011000000001,0.183194253,0.031055901,5.0,0.014905972,0.00932028,7.7,9.670886075949367
IRGC 8742,Stress,63.0,550.0,8.0,40.0,0.082724859,0.00984764,0.201781862,0.041689892,6.0,0.016162706000000002,0.014968200000000001,7.875,13.75
IRGC 26290,Stress,51.0,770.0,9.0,56.5,0.082724859,0.008299269,0.181795553,0.01477146,4.0,0.018332918,0.01723868,5.666666666666667,13.628318584070797
IRGC 53529,Stress,57.0,320.0,6.75,42.5,0.08260039799999999,0.02173913,0.077214424,0.004557676,8.0,0.012937062,0.01249976,8.444444444444445,7.529411764705882
IRGC 8806,Stress,56.0,208.0,7.0,37.5,0.08260039799999999,0.017094017,0.13126452,0.021924935,9.0,0.004127894,0.00459348,8.0,5.546666666666667
IRGC 6534,Stress,98.0,798.0,8.25,53.0,0.08260039799999999,0.017094017,0.086119869,0.031664189,3.0,0.018753166,0.01744068,11.878787878787879,15.056603773584905
IRGC 29416,Stress,59.0,351.0,9.5,47.5,0.08260039799999999,0.012448903999999998,0.248346907,0.01915216,8.0,0.009819688,0.009726299999999998,6.2105263157894735,7.389473684210526
IRGC 27567,Stress,48.0,176.0,7.5,35.5,0.082144042,0.010508278999999999,0.11043257,0.037606838,9.0,0.0008003960000000001,0.00095748,6.4,4.957746478873239
IRGC 37967,Stress,88.0,715.0,8.5,47.0,0.082040325,0.014725008999999999,0.093281227,0.03841705,6.0,0.020728492,0.02054542,10.352941176470589,15.212765957446809
IRGC 37754,Stress,100.0,724.0,10.5,48.5,0.082040325,0.013563731,0.15856819,0.038267827000000004,5.0,0.02199485,0.02207456,9.523809523809524,14.927835051546392
IRGC 26504,Stress,79.0,457.0,8.5,53.0,0.081906975,0.018819345,0.074415361,0.042129612000000004,7.0,0.017311972,0.01713364,9.294117647058824,8.622641509433961
IRGC 66815,Stress,43.0,165.0,8.0,36.0,0.081906975,0.016164994,0.084210844,0.039458126,8.0,0.0046668379999999995,0.00476114,5.375,4.583333333333333
IRGC 38344,Stress,92.0,503.0,8.5,44.5,0.081164952,0.013340766,0.11620814300000001,0.028523507000000003,6.0,0.019048302,0.01433594,10.823529411764707,11.303370786516854
IRGC 38251,Stress,,,,,0.080712745,0.016675956999999998,0.137250775,0.034804361,,,,,
IRGC 29072,Stress,69.0,205.0,7.0,31.0,0.080712745,0.009708287,0.100997529,0.021573971,9.0,0.00392579,0.00433694,9.857142857142858,6.612903225806452
IRGC 39559,Stress,73.0,449.0,8.0,48.0,0.079959066,0.026879722999999998,0.093650784,0.03393562,7.0,0.017025658,0.01600446,9.125,9.354166666666666
IRGC 29260,Stress,,,,,0.079959066,0.017589496,0.20572468800000002,0.026350461000000002,,,,,
IRGC 26458,Stress,104.0,563.0,8.5,49.0,0.079959066,0.017589496,0.144289276,0.034207091,7.0,0.017782746000000002,0.01749926,12.235294117647058,11.489795918367347
IRGC 25838,Stress,84.0,532.0,11.0,43.0,0.079959066,0.017589496,0.105993685,0.03897131,7.0,0.015988672,0.0107868,7.636363636363637,12.372093023255815
IRGC 37468,Stress,111.0,681.0,11.75,46.0,0.079959066,0.011396011000000001,0.244259005,0.009369856999999999,6.0,0.01855828,0.017907299999999998,9.446808510638299,14.804347826086957
IRGC 38361,Stress,80.0,335.0,9.5,42.0,0.07863839999999998,0.024804905,0.133346895,0.022056796,,,,8.421052631578947,7.976190476190476
IRGC 31618,Stress,106.0,485.0,13.0,42.5,0.07863839999999998,0.022482349,0.130120668,0.037094548,6.0,0.02060338,0.02044644,8.153846153846153,11.411764705882353
IRGC 79342,Stress,67.0,370.0,6.5,43.5,0.07863839999999998,0.020159792,0.142416196,0.037829802999999995,8.0,0.009874224000000001,0.01007374,10.307692307692308,8.505747126436782
IRGC 8794,Stress,80.0,358.0,11.0,31.0,0.07863839999999998,0.012030843999999999,0.176678836,0.03583963,7.0,0.015046321999999999,0.01447936,7.2727272727272725,11.548387096774194
IRGC 28947,Control,,,,,0.07845170900000001,0.131735414,0.007442748000000001,0.003567447,,,,,
IRGC 77226,Control,118.0,925.0,10.0,57.5,0.07845170900000001,0.06670382799999999,0.010878299,0.002173913,,0.019382736,0.01893144,11.8,16.08695652173913
IRGC 34034,Stress,76.0,572.0,7.5,45.5,0.07845170900000001,0.01477146,0.21423830100000002,0.021924935,6.0,,,10.133333333333333,12.571428571428571
IRGC 31665,Stress,111.0,600.0,10.0,44.0,0.07845170900000001,0.01477146,0.164951875,0.014616623,7.0,0.024895683999999998,0.03074238,11.1,13.636363636363637
IRGC 58824,Stress,75.0,380.0,14.0,44.0,0.07845170900000001,0.012448903999999998,0.20696772300000002,0.012657934,8.0,0.013973246000000002,0.01344916,5.357142857142857,8.636363636363637
IRGC 43860,Stress,60.0,265.0,6.5,35.0,0.07845170900000001,0.010126346999999999,0.122007533,0.029728725,8.0,0.008993628,0.01134634,9.23076923076923,7.571428571428571
IRGC 117318,Stress,104.0,540.0,6.5,37.0,0.07845170900000001,0.005481234000000001,0.137072685,0.032807772,8.0,0.017865352,0.017614400000000002,16.0,14.594594594594595
IRGC 29031,Stress,75.0,467.0,9.0,41.5,0.077846001,0.015198811000000001,0.151192658,0.04515858,5.0,0.012697264,0.0071608999999999996,8.333333333333334,11.25301204819277
IRGC 6046,Stress,57.0,366.0,10.0,41.0,0.077193274,0.017589496,0.165117823,0.037986705,6.0,0.012597816000000001,0.01241088,5.7,8.926829268292684
IRGC 26458,Stress,75.0,415.0,14.2,42.0,0.077193274,0.011396011000000001,0.138700042,0.028050491,7.0,0.019831054,0.01992528,5.281690140845071,9.880952380952381
IRGC 77258,Stress,106.0,654.0,12.5,47.0,0.077193274,0.00984764,0.19223151300000002,0.034044186000000004,6.0,0.020989944,0.02075146,8.48,13.914893617021276
IRGC 63517,Stress,,,,,0.07656405599999999,0.025966184,0.12233221300000001,0.043138965999999994,7.0,0.015974236,0.015927700000000003,,
IRGC 8742,Stress,50.0,272.0,7.0,36.5,0.07656405599999999,0.013192121999999999,0.13414842,0.033545251,9.0,,,7.142857142857143,7.4520547945205475
IRGC 43860,Stress,103.0,529.0,12.0,38.5,0.07656405599999999,0.010869565,0.144053189,0.034044186000000004,7.0,0.013416658,0.01264924,8.583333333333334,13.74025974025974
IRGC 77293,Stress,110.0,629.0,7.5,36.5,0.07656405599999999,0.009708287,0.149923249,0.032980305,5.0,0.023676644,0.02512476,14.666666666666666,17.232876712328768
IRGC 38344,Stress,46.0,245.0,5.75,43.75,0.074527049,0.016127834,0.18383302,0.032137303,9.0,0.0036154159999999998,0.0040804000000000005,8.0,5.6
IRGC 66831,Stress,87.0,724.0,10.0,46.0,0.074489711,0.017837235,0.09707932300000001,0.035060508,4.0,0.020000276,0.01946876,8.7,15.73913043478261
IRGC 8361,Stress,92.0,344.0,11.75,38.0,0.074489711,0.014353399999999999,0.139097245,0.045261984000000005,7.0,0.011348299999999999,0.01085346,7.829787234042553,9.052631578947368
IRGC 26335,Stress,114.0,900.0,11.0,50.5,0.07442748099999999,0.022234609,0.076037172,0.043403939,4.0,0.021609088,0.021280700000000003,10.363636363636363,17.821782178217823
IRGC 25919,Stress,90.0,440.0,12.0,41.5,0.07442748099999999,0.020686238,0.061530752,0.038909655,7.0,0.014747176,0.01421878,7.5,10.602409638554217
IRGC 37086,Stress,90.0,538.0,10.25,42.0,0.07442748099999999,0.014492753999999998,0.135435839,0.032431337000000005,5.0,0.02244397,0.022866400000000002,8.78048780487805,12.80952380952381
IRGC 29367,Stress,63.0,605.0,10.0,55.0,0.07442748099999999,0.00984764,0.227555592,0.020748173,4.0,0.01589163,0.01484296,6.3,11.0
IRGC 76237,Stress,67.0,507.0,9.5,41.0,0.07430302,0.017094017,0.19009293100000002,0.024897807999999997,6.0,0.019065946,0.01981418,7.052631578947368,12.365853658536585
IRGC 8341,Stress,65.0,501.0,9.5,44.0,0.07430302,0.012448903999999998,0.223282443,0.020252693999999998,9.0,0.01494126,0.01449956,6.842105263157895,11.386363636363637
IRGC 29260,Stress,21.0,142.0,9.75,38.0,0.07392963799999999,0.006317354,0.165069015,0.023826699,9.0,0.000291928,0.00074336,2.1538461538461537,3.736842105263158
IRGC 26504,Stress,91.0,356.0,8.5,47.75,0.072867574,0.015198811000000001,0.10485119999999999,0.026879722999999998,7.0,0.013456758000000001,0.013382499999999999,10.705882352941176,7.455497382198953
IRGC 53529,Stress,37.0,180.0,7.5,30.5,0.072867574,0.014269788,0.141885164,0.036187645,7.0,0.010089962,0.00951824,4.933333333333334,5.901639344262295
IRGC 29283,Stress,58.0,360.0,10.5,43.5,0.07241536700000001,0.02132107,0.11976307800000001,0.040533974,9.0,0.010052268,0.0100192,5.523809523809524,8.275862068965518
IRGC 38535,Stress,59.0,408.0,8.5,43.5,0.071668603,0.016466927,0.094160935,0.039018952,8.0,0.021474352000000002,0.02100598,6.9411764705882355,9.379310344827585
IRGC 38149,Stress,57.0,473.0,7.0,48.0,0.071668603,0.004854143,0.117879021,0.035208385,4.0,0.014554696,0.01393598,8.142857142857142,9.854166666666666
IRGC 32817,Control,93.0,390.0,8.5,43.0,0.071661688,0.127090301,0.005146218,0.004960981,,0.013809638,0.013402700000000002,10.941176470588236,9.069767441860465
IRGC 26439,Control,65.0,637.0,8.5,52.0,0.071661688,0.043478261,0.01221295,0.002173913,,0.01709463,0.0148874,7.647058823529412,12.25
IRGC 29096,Stress,42.0,197.0,6.5,31.5,0.071661688,0.019137867,0.100997529,0.037057682,7.0,0.005026936,0.00052116,6.461538461538462,6.253968253968254
IRGC 26744,Stress,70.0,323.0,6.0,41.5,0.071661688,0.016041125,0.17651288899999998,0.028985507,8.0,0.010922438000000001,0.01105142,11.666666666666666,7.783132530120482
IRGC 77284,Stress,99.0,722.0,6.0,49.5,0.071661688,0.012944383,0.109920503,0.03698395,5.0,,,16.5,14.585858585858587
IRGC 117318,Stress,99.0,555.0,7.5,38.0,0.071661688,0.011396011000000001,0.206812147,0.037470581,6.0,0.017265456000000002,0.01719222,13.2,14.605263157894736
IRGC 26744,Stress,81.0,461.0,10.25,41.5,0.071661688,0.011396011000000001,0.118000569,0.024420024,7.0,0.016691223999999998,0.01614384,7.902439024390244,11.108433734939759
IRGC 29068,Stress,87.0,367.0,10.5,40.0,0.071661688,0.00984764,0.269042483,0.036231884,4.0,0.019653812,0.01895568,8.285714285714286,9.175
IRGC 27547,Stress,51.0,563.0,9.5,47.5,0.071661688,0.00984764,0.19277575,0.009899253,7.0,0.018176528,0.01728716,5.368421052631579,11.852631578947369
IRGC 31745,Stress,75.0,460.0,7.75,44.5,0.071661688,0.00984764,0.136223424,0.025575447999999997,8.0,0.016367216,0.01624686,9.67741935483871,10.337078651685394
IRGC 37161,Stress,140.0,695.0,9.0,50.0,0.071661688,0.00984764,0.10057723699999999,0.035266429,6.0,0.020527992,0.01995356,15.555555555555555,13.9
IRGC 38149,Stress,105.0,715.0,9.5,52.0,0.071661688,0.006750898000000001,0.18204447399999998,0.032082249,2.0,0.02288908,0.02336736,11.052631578947368,13.75
IRGC 26367,Stress,109.0,990.0,10.0,52.0,0.071661688,0.005202527,0.19659600100000002,0.024270717,3.0,0.018948853999999998,0.01817192,10.9,19.03846153846154
IRGC 29083,Stress,50.0,167.0,6.0,32.0,0.071208098,0.019843924,0.123260199,0.032337895,9.0,0.0024436939999999997,0.00276336,8.333333333333334,5.21875
IRGC 38320,Stress,105.0,612.0,11.5,50.0,0.071208098,0.012411743000000001,0.10658115900000001,0.034044186000000004,6.0,0.023583612,0.02500962,9.130434782608695,12.24
IRGC 77267,Stress,95.0,483.0,11.0,41.0,0.070341022,0.018998513999999998,0.128389225,0.036705875,5.0,0.018555072,0.01381882,8.636363636363637,11.78048780487805
IRGC 79342,Stress,65.0,370.0,6.75,43.0,0.070341022,0.016675956999999998,0.140682044,0.044964697000000005,7.0,0.009060194,0.00905162,9.62962962962963,8.604651162790697
IRGC 37272,Stress,66.0,564.0,9.0,50.5,0.070341022,0.016675956999999998,0.093471767,0.053237038,7.0,0.019375518,0.018816299999999998,7.333333333333333,11.168316831683168
IRGC 31655,Stress,50.0,470.0,6.5,38.5,0.070341022,0.015514678999999998,0.105263555,0.026097091,5.0,0.01281195,0.0070195,7.6923076923076925,12.207792207792208
IRGC 8497,Stress,104.0,537.0,7.5,42.0,0.070341022,0.015514678999999998,0.096133808,0.039667107,4.0,0.022468832,0.02268662,13.866666666666667,12.785714285714286
IRGC 29333,Stress,,,,,0.070341022,0.014353399999999999,0.12136298300000001,0.03996862,9.0,0.00550573,0.00593678,,
IRGC 37478,Stress,101.0,478.0,9.5,48.0,0.070341022,0.014353399999999999,0.11418908900000001,0.031010136,7.0,0.012307492,0.00713262,10.631578947368421,9.958333333333334
IRGC 38456,Control,66.0,666.0,5.5,56.5,0.070154331,0.057413600999999995,0.010414548000000001,0.003567447,,0.019341834,0.01860622,12.0,11.787610619469026
IRGC 29377,Stress,24.0,123.0,4.5,37.0,0.070154331,0.010126346999999999,0.216433915,0.03701798,8.0,,,5.333333333333333,3.324324324324324
IRGC 43862,Stress,105.0,602.0,7.5,43.0,0.070154331,0.00780379,0.19009293100000002,0.024897807999999997,7.0,0.017190068,0.01645896,14.0,14.0
IRGC 29031,Stress,92.0,346.0,8.0,41.0,0.070053577,0.010856293000000001,0.137383395,0.028384607000000003,8.0,0.011987494,0.0122816,11.5,8.439024390243903
IRGC 26802,Stress,57.0,400.0,12.0,37.5,0.069548623,0.017985879,0.112667801,0.034314539,6.0,0.015152988000000001,0.0143925,4.75,10.666666666666666
IRGC 28947,Stress,,,,,0.068986772,0.010192706,0.119455039,0.043191939000000006,,,,,
IRGC 38149,Stress,125.0,873.0,9.75,52.0,0.068895896,0.012944383,0.114842485,0.034809911,4.0,0.021196057999999997,0.0208565,12.820512820512821,16.78846153846154
IRGC 27522,Stress,105.0,481.0,10.0,42.0,0.068895896,0.00984764,0.147094074,0.026735207999999996,6.0,0.01294829,0.01181498,10.5,11.452380952380953
IRGC 79342,Stress,2.0,5.0,3.5,6.5,0.068895896,0.008299269,0.173895575,0.021318625,9.0,,,0.5714285714285714,0.7692307692307693
IRGC 29297,Stress,69.0,409.0,10.5,48.0,0.068266678,0.018998513999999998,0.13693865,0.041734557,7.0,0.017421044,0.0164933,6.571428571428571,8.520833333333334
IRGC 8855,Stress,38.0,173.0,4.5,30.25,0.068266678,0.014353399999999999,0.165494976,0.026350461000000002,8.0,0.007328676,0.007373,8.444444444444445,5.7190082644628095
IRGC 66831,Stress,75.0,329.0,11.5,38.0,0.068266678,0.010869565,0.10661208800000001,0.037904125,7.0,0.016514783999999998,0.01587114,6.521739130434782,8.657894736842104
IRGC 31801,Stress,64.0,412.0,9.75,46.0,0.068266678,0.010869565,0.084718357,0.024678653,8.0,0.010119636,0.0100293,6.564102564102564,8.956521739130435
IRGC 37550,Stress,90.0,471.0,10.5,38.0,0.068266678,0.00738573,0.143118558,0.026012635,5.0,0.015824262,0.01510354,8.571428571428571,12.394736842105264
IRGC 49375,Stress,90.0,363.0,6.0,32.0,0.06790021,0.011117305,0.162737427,0.037648263,7.0,,,15.0,11.34375
IRGC 77285,Stress,44.0,183.0,7.0,39.4,0.067889147,0.014269788,0.09919515400000001,0.031029357,5.0,0.013415856,0.00751844,6.285714285714286,4.644670050761421
