accession_name,Treatment,Root weight,Shoot weight,Root length,Shoot length,Root Na+,Root K+,Shoot Na+,Shoot K+,SES,Chlorophyll A,Chlorophyll B,Root thickness,Shoot thickness
IRGC 49094,Stress,119.0,978.0,6.5,52.0,0.067889147,0.014269788,0.086119869,0.043276972999999996,4.0,0.019327398,0.01861228,18.307692307692307,18.807692307692307
IRGC 29377,Stress,37.0,170.0,5.0,39.0,0.067889147,0.012411743000000001,0.10589333,0.029308036000000003,8.0,0.005759964,0.00568226,7.4,4.358974358974359
IRGC 31841,Stress,113.0,742.0,13.0,47.5,0.06763746,0.013439861,0.110424273,0.034477062999999995,5.0,0.02102042,0.0205232,8.692307692307692,15.621052631578948
IRGC 37182,Stress,84.0,499.0,9.0,49.0,0.066254564,0.37718320299999997,0.103803914,0.035164201,,,,9.333333333333334,10.183673469387756
IRGC 8840,Stress,50.0,224.0,6.0,35.5,0.066254564,0.021181717000000003,0.149054099,0.034113712000000004,9.0,0.00574232,0.00606202,8.333333333333334,6.309859154929577
IRGC 86973,Stress,40.0,239.0,5.0,38.25,0.066254564,0.008020562,0.09353910800000001,0.028985507,8.0,0.00865358,0.00890012,8.0,6.248366013071895
IRGC 37596,Stress,53.0,297.0,8.5,36.0,0.06622967099999999,0.00776663,0.13326511,0.042218919,8.0,0.01488512,0.014079399999999999,6.235294117647059,8.25
IRGC 49333,Stress,58.0,293.0,8.0,44.5,0.06619233299999999,0.031772575,0.12500254,0.027226052,,,,7.25,6.584269662921348
IRGC 26638,Stress,88.0,410.0,10.5,46.25,0.06619233299999999,0.014353399999999999,0.151296762,0.038116473,6.0,0.015757696,0.01082518,8.380952380952381,8.864864864864865
IRGC 29230,Stress,34.0,127.0,9.0,25.75,0.06619233299999999,0.010869565,0.153560761,0.034373838999999996,9.0,0.0033667959999999996,0.0038077,3.7777777777777777,4.932038834951456
IRGC 37596,Stress,83.0,552.0,9.0,42.0,0.06619233299999999,0.00738573,0.005346928000000001,0.012897021000000002,6.0,0.014856248,0.01407536,9.222222222222221,13.142857142857142
IRGC 29116,Stress,46.0,257.0,5.5,33.0,0.06619233299999999,0.005063174,0.010274626,0.028384607000000003,5.0,0.012084536000000002,0.01169984,8.363636363636363,7.787878787878788
IRGC 31812,Stress,96.0,591.0,9.5,39.5,0.066130103,0.019137867,0.17617207199999999,0.043034727,5.0,0.022269134,0.02289468,10.105263157894736,14.962025316455696
IRGC 29221,Stress,44.0,145.0,6.5,32.5,0.066130103,0.016041125,0.193915796,0.043867997,9.0,0.0019512660000000001,0.00247248,6.769230769230769,4.461538461538462
IRGC 29031,Stress,71.0,386.0,9.5,38.5,0.066130103,0.014492753999999998,0.18687836600000002,0.037041033,7.0,0.014978954,0.014402600000000002,7.473684210526316,10.025974025974026
IRGC 38130,Stress,60.0,293.0,12.0,33.0,0.066130103,0.012944383,0.133898938,0.031122259,5.0,0.013034104,0.0072518,5.0,8.878787878787879
IRGC 8593,Stress,48.0,249.0,9.0,34.5,0.066130103,0.011396011000000001,0.15806505099999998,0.02263437,8.0,0.006213094000000001,0.00631048,5.333333333333333,7.217391304347826
IRGC 29131,Control,82.0,622.0,10.0,50.0,0.066005642,0.06670382799999999,0.016062748,0.007134894,,0.019081986000000002,0.01881832,8.2,12.44
IRGC 5809,Control,79.0,741.0,7.0,54.0,0.066005642,0.062058714,0.008674711,0.005890004,,0.012232103999999999,0.01174832,11.285714285714286,13.722222222222221
IRGC 29083,Control,94.0,737.0,8.0,59.5,0.066005642,0.052768487999999995,0.011485177,0.003335191,,0.01701042,0.01621656,11.75,12.38655462184874
IRGC 27536,Stress,106.0,662.0,9.0,44.5,0.066005642,0.005481234000000001,0.21523398600000002,0.019695281000000002,5.0,0.01699839,0.01623676,11.777777777777779,14.876404494382022
IRGC 37815,Stress,92.0,590.0,9.5,43.5,0.06563226,0.01270903,0.10628074400000001,0.032390999,6.0,0.017096234,0.01633372,9.68421052631579,13.563218390804598
IRGC 25880,Stress,39.0,404.0,7.5,36.5,0.06487166700000001,0.017310789,0.118680164,0.036169949,7.0,0.014027781999999999,0.01336634,5.2,11.068493150684931
IRGC 26772,Stress,73.0,249.0,11.0,42.0,0.064570196,0.017985879,0.150163246,0.046148660999999994,8.0,0.010721136000000001,0.0110595,6.636363636363637,5.928571428571429
IRGC 26384,Stress,46.0,397.0,7.5,43.25,0.064570196,0.015198811000000001,0.092515765,0.044210549,7.0,0.008286264,0.00803152,6.133333333333334,9.179190751445086
IRGC 29004,Stress,88.0,402.0,11.0,40.0,0.064570196,0.014269788,0.138520955,0.032701598,5.0,0.017466758,0.01647108,8.0,10.05
IRGC 38390,Stress,71.0,596.0,9.5,44.0,0.064570196,0.013340766,0.093228489,0.0365892,6.0,0.01471269,0.01362288,7.473684210526316,13.545454545454545
IRGC 77226,Stress,104.0,490.0,11.5,43.4,0.064570196,0.008695652,0.10205775,0.047434804000000004,6.0,0.022799256,0.023522900000000003,9.043478260869565,11.290322580645162
IRGC 34749,Stress,74.0,442.0,8.0,38.0,0.064117989,0.014353399999999999,0.1368865,0.028822362,5.0,0.017562998,0.01702052,9.25,11.631578947368421
IRGC 37562,Stress,68.0,346.0,9.0,36.5,0.064117989,0.013192121999999999,0.141814044,0.027499071,7.0,0.016558893999999998,0.01645896,7.555555555555555,9.479452054794521
IRGC 31611,Stress,97.0,623.0,8.5,42.0,0.064117989,0.011566332,0.11530392099999999,0.028799703,5.0,0.010689858,0.01017474,11.411764705882353,14.833333333333334
IRGC 29432,Stress,53.0,135.0,9.0,31.5,0.064117989,0.010869565,0.126251157,0.026208218,9.0,0.002480586,0.00275528,5.888888888888889,4.285714285714286
IRGC 26384,Control,43.0,457.0,7.0,47.0,0.063488771,0.219992568,0.003522855,0.009141583,,0.018342542,0.01779418,6.142857142857143,9.72340425531915
IRGC 37793,Stress,,,,,0.063488771,0.0327945,0.077554555,0.036812523,,,,,
IRGC 8482,Stress,70.0,327.0,8.0,37.5,0.063488771,0.013439861,0.141435723,0.031664189,8.0,0.008291878,0.0084739,8.75,8.72
IRGC 53483,Control,63.0,483.0,5.7,42.0,0.06336431,0.099219621,0.008906915999999999,0.00287068,,0.014477704,0.013655200000000003,11.052631578947368,11.5
IRGC 29416,Stress,108.0,328.0,12.0,41.0,0.06336431,0.020686238,0.11972939999999999,0.038267827000000004,8.0,0.007508324,0.00769014,9.0,8.0
IRGC 29096,Stress,71.0,450.0,6.5,39.5,0.06336431,0.016041125,0.100121695,0.029165681000000002,6.0,0.021368487999999998,0.02111708,10.923076923076923,11.39240506329114
IRGC 26390,Stress,44.0,274.0,6.75,34.0,0.06336431,0.008299269,0.19566726,0.026350461000000002,6.0,0.018091516000000002,0.01783054,6.518518518518518,8.058823529411764
IRGC 26411,Stress,100.0,507.0,10.5,53.0,0.06291072,0.014269788,0.11315003400000001,0.035107278,,,,9.523809523809524,9.566037735849056
IRGC 49094,Stress,107.0,760.0,8.5,46.0,0.06291072,0.010553698,0.13793403199999998,0.018491975,6.0,0.020732502,0.02046462,12.588235294117647,16.52173913043478
IRGC 27540,Stress,118.0,435.0,10.0,44.0,0.06291072,0.010553698,0.12421174900000001,0.034621578,7.0,0.011479026000000002,0.0121301,11.8,9.886363636363637
IRGC 27540,Stress,90.0,472.0,10.0,45.0,0.062105875,0.008794748,0.121753105,0.03051106,6.0,0.019640178,0.01943846,9.0,10.488888888888889
IRGC 29083,Control,200.0,795.0,9.5,47.5,0.062043644,0.108509848,0.005513805,0.000970829,,0.019273664,0.01830524,21.05263157894737,16.736842105263158
IRGC 66801,Stress,47.0,295.0,5.5,29.5,0.062043644,0.018998513999999998,0.067124095,0.000602917,7.0,0.01662947,0.01626908,8.545454545454545,10.0
IRGC 29072,Control,57.0,419.0,6.5,40.5,0.061856953,0.057413600999999995,0.011657816000000001,0.001941657,,0.013653248,0.01304314,8.76923076923077,10.345679012345679
IRGC 38145,Stress,67.0,357.0,9.5,47.0,0.061856953,0.010126346999999999,0.188587549,0.011400435,8.0,9.379999999999999e-05,0.0002323,7.052631578947368,7.595744680851064
IRGC 29377,Stress,79.0,550.0,11.5,47.0,0.061856953,0.00780379,0.135780665,0.017784148,7.0,0.020673154,0.02010304,6.869565217391305,11.702127659574469
IRGC 38361,Stress,,,,,0.06129688,0.012983092,0.06298105,0.03592221,8.0,0.016411326,0.01655592,,
IRGC 34034,Stress,165.0,699.0,11.5,43.25,0.061251245,0.020772947,0.11342823099999999,0.028765294,5.0,0.01847808,0.01776994,14.347826086956522,16.161849710982658
IRGC 117317,Stress,2.0,5.0,6.0,9.5,0.061251245,0.018914902,0.10258878199999999,0.035971758,9.0,,,0.3333333333333333,0.5263157894736842
IRGC 66831,Stress,78.0,613.0,8.0,45.0,0.061251245,0.018914902,0.09595088,0.041545894,3.0,0.016254936,0.01073832,9.75,13.622222222222222
IRGC 83865,Stress,45.0,232.0,9.5,34.5,0.061251245,0.012411743000000001,0.109137002,0.044197759,7.0,0.00621951,0.00654278,4.7368421052631575,6.72463768115942
IRGC 26399,Stress,89.0,595.0,8.0,45.5,0.061251245,0.01148272,0.119289281,0.035346072,7.0,0.023255593999999997,0.02621556,11.125,13.076923076923077
IRGC 29131,Stress,100.0,508.0,12.25,43.0,0.061251245,0.010553698,0.165298201,0.021650267,5.0,0.022074247999999998,0.02247048,8.16326530612245,11.813953488372093
IRGC 43826,Stress,10.0,20.0,4.0,9.5,0.061251245,0.009624675,0.145322649,0.036705875,9.0,0.015355893999999998,0.02495306,2.5,2.1052631578947367
IRGC 53483,Stress,73.0,426.0,11.0,40.75,0.060722978,0.014988231999999999,0.096279757,0.046214655,4.0,0.005828936,0.00622766,6.636363636363637,10.45398773006135
IRGC 31727,Stress,73.0,575.0,8.5,53.5,0.060722978,0.01189149,0.191625762,0.020731873999999997,6.0,0.013522522,0.01289164,8.588235294117647,10.74766355140187
IRGC 53541,Stress,128.0,678.0,10.5,47.5,0.060722978,0.009568933,0.026268523,0.0056615730000000005,5.0,0.02156177,0.02148674,12.19047619047619,14.273684210526316
IRGC 34709,Stress,84.0,630.0,13.5,45.5,0.060598518,0.016041125,0.150864771,0.037904125,7.0,0.02025852,0.01986266,6.222222222222222,13.846153846153847
IRGC 37967,Stress,78.0,575.0,7.5,47.5,0.060598518,0.008299269,0.091042265,0.029985007,6.0,0.015960602,0.01494396,10.4,12.105263157894736
IRGC 8593,Stress,2.0,5.0,6.0,31.0,0.060598518,0.006750898000000001,0.172513312,0.029728725,9.0,,,0.3333333333333333,0.16129032258064516
IRGC 37468,Stress,110.0,463.0,8.75,44.0,0.059969299999999996,0.017837235,0.141935965,0.031017981,8.0,0.015772132,0.01558228,12.571428571428571,10.522727272727273
IRGC 37951,Stress,77.0,568.0,9.0,47.5,0.059969299999999996,0.013192121999999999,0.137072685,0.046079524000000004,6.0,0.013122324,0.00753056,8.555555555555555,11.957894736842105
IRGC 58736,Stress,29.0,66.0,5.75,6.75,0.059969299999999996,0.013192121999999999,0.105263555,0.032431337000000005,9.0,0.002009812,0.00464398,5.043478260869565,9.777777777777779
IRGC 37845,Stress,81.0,496.0,6.5,48.5,0.059969299999999996,0.010869565,0.11254563599999999,0.035971758,6.0,0.01790866,0.01716394,12.461538461538462,10.22680412371134
IRGC 8667,Stress,85.0,247.0,6.5,36.55,0.059969299999999996,0.006224451999999999,0.12672862,0.035178992,8.0,0.011243238000000001,0.01098678,13.076923076923077,6.757865937072504
IRGC 117317,Stress,3.0,15.0,3.0,9.0,0.059591769,0.017056856000000002,0.107238005,0.020990891,9.0,,,1.0,1.6666666666666667
IRGC 43915,Stress,51.0,289.0,7.0,30.75,0.059591769,0.013340766,0.08817347099999999,0.03583963,7.0,0.020317868,0.02018788,7.285714285714286,9.398373983739837
IRGC 38416,Stress,154.0,615.0,8.0,45.5,0.059591769,0.010553698,0.136437755,0.033767953999999996,5.0,0.018737126,0.0180285,19.25,13.516483516483516
IRGC 38293,Stress,47.0,165.0,8.5,38.5,0.059591769,0.010553698,0.104924117,0.026857201,9.0,0.007103314,0.00844158,5.529411764705882,4.285714285714286
IRGC 37967,Stress,68.0,577.0,7.0,46.0,0.059591769,0.008695652,0.112601491,0.024290544,6.0,0.017300744,0.01638826,9.714285714285714,12.543478260869565
IRGC 8806,Stress,57.0,360.0,8.5,37.0,0.059340082,0.02582683,0.050677832,0.0365892,7.0,0.013614751999999999,0.01309162,6.705882352941177,9.72972972972973
IRGC 37272,Stress,157.0,880.0,12.5,56.5,0.059340082,0.014988231999999999,0.12873843,0.029646146,6.0,0.017017638,0.01664682,12.56,15.575221238938052
IRGC 26802,Stress,94.0,350.0,11.0,45.5,0.057974965999999996,0.008865531,0.145956668,0.018061928999999997,8.0,0.011257673999999999,0.01083326,8.545454545454545,7.6923076923076925
IRGC 8361,Stress,81.0,534.0,9.0,38.5,0.057974965999999996,0.008201943,0.132486498,0.037768994,5.0,0.013090244,0.01223312,9.0,13.87012987012987
IRGC 38426,Stress,,,,,0.057957185999999994,0.021955902000000003,0.103200142,0.040876997000000005,,,,,
IRGC 53479,Stress,49.0,210.0,7.0,32.0,0.057957185999999994,0.015839836,0.073477892,0.03846842,,,,7.0,6.5625
IRGC 37149,Stress,120.0,908.0,11.0,51.0,0.057957185999999994,0.014214046999999999,0.119911418,0.037417189,5.0,0.024159447999999997,0.028098200000000004,10.909090909090908,17.80392156862745
IRGC 38522,Stress,80.0,650.0,7.0,50.5,0.057957185999999994,0.013439861,0.11132792400000001,0.031010136,4.0,0.018019336,0.01284518,11.428571428571429,12.871287128712872
IRGC 37272,Stress,117.0,670.0,8.0,55.5,0.057957185999999994,0.010343119,0.161836587,0.0134286,3.0,0.019305744,0.01836382,14.625,12.072072072072071
IRGC 37149,Stress,61.0,460.0,7.5,40.5,0.057957185999999994,0.009568933,0.10792974,0.026298488,3.0,0.020765383999999998,0.02061814,8.133333333333333,11.358024691358025
IRGC 5809,Stress,57.0,397.0,10.5,49.5,0.057932292999999996,0.014269788,0.082697201,0.03846842,9.0,0.01294428,0.01274822,5.428571428571429,8.02020202020202
IRGC 27522,Stress,36.0,221.0,7.5,26.0,0.057932292999999996,0.012411743000000001,0.122881492,0.032006329,9.0,0.002839882,0.00308252,4.8,8.5
IRGC 29036,Stress,66.0,402.0,9.5,46.5,0.057932292999999996,0.012411743000000001,0.119938599,0.028706799999999998,5.0,0.017729814,0.01731948,6.947368421052632,8.64516129032258
IRGC 117317,Stress,87.0,432.0,8.0,38.5,0.057932292999999996,0.01148272,0.10441595199999999,0.049776057,5.0,0.019820628,0.01898598,10.875,11.220779220779221
IRGC 8855,Stress,50.0,287.0,6.0,30.0,0.057932292999999996,0.010553698,0.13398289900000002,0.040611562000000004,7.0,0.009127561999999999,0.008756700000000001,8.333333333333334,9.566666666666666
IRGC 77258,Control,98.0,840.0,8.0,59.5,0.057894955,0.103864734,0.008968083,0.0037997029999999998,,0.02207505,0.02223818,12.25,14.117647058823529
IRGC 8840,Stress,95.0,445.0,8.5,49.0,0.057894955,0.017837235,0.10676810699999999,0.026755853,5.0,0.01830164,0.017513400000000002,11.176470588235293,9.081632653061224
IRGC 29004,Stress,124.0,490.0,11.0,44.5,0.057894955,0.015514678999999998,0.183194253,0.034373838999999996,8.0,0.014124824,0.0135643,11.272727272727273,11.01123595505618
IRGC 38390,Stress,106.0,532.0,11.0,39.0,0.057894955,0.015514678999999998,0.148086363,0.035107278,7.0,0.019510253999999998,0.01884256,9.636363636363637,13.64102564102564
IRGC 43860,Stress,,,,,0.057894955,0.009708287,0.104022918,0.021318625,,,,,
IRGC 77284,Stress,73.0,524.0,8.5,44.0,0.057894955,0.008547009,0.149092495,0.019527692,5.0,0.019284891999999998,0.01907486,8.588235294117647,11.909090909090908
IRGC 43915,Stress,112.0,665.0,9.75,43.5,0.057894955,0.008547009,0.114503817,0.034207091,5.0,0.013439113999999999,0.01288356,11.487179487179487,15.28735632183908
IRGC 26390,Stress,81.0,585.0,9.5,42.5,0.057894955,0.008547009,0.06911908900000001,0.035346072,4.0,0.017524502,0.01196648,8.526315789473685,13.764705882352942
IRGC 34749,Stress,40.0,169.0,6.0,30.5,0.057894955,0.006224451999999999,0.16553269199999998,0.034477062999999995,9.0,0.007100106,0.01106758,6.666666666666667,5.540983606557377
IRGC 32816,Stress,56.0,312.0,7.0,37.5,0.057894955,0.003901895,0.141298277,0.034804361,6.0,0.013308388,0.00795072,8.0,8.32
IRGC 25845,Control,24.0,465.0,8.5,38.0,0.057832725,0.136380528,0.006890431,0.113154961,,0.017992068,0.01750128,2.823529411764706,12.236842105263158
IRGC 27540,Control,72.0,575.0,6.5,49.5,0.057832725,0.117800074,0.009069824,0.004960981,,0.013755102,0.0131704,11.076923076923077,11.616161616161616
IRGC 37478,Control,68.0,810.0,5.2,53.5,0.057832725,0.108509848,0.006619233,0.005193237,,0.01335731,0.01282902,13.076923076923077,15.14018691588785
IRGC 77306,Control,,,,,0.057832725,0.103864734,0.0072095,0.061222594000000005,,,,,
IRGC 28947,Stress,,,,,0.057832725,0.019137867,0.063090245,0.041147259,,,,,
IRGC 43862,Stress,86.0,485.0,9.0,43.5,0.057832725,0.011396011000000001,0.15991813300000002,0.038275734,7.0,0.000293532,0.00072518,9.555555555555555,11.149425287356323
IRGC 25927,Stress,90.0,472.0,8.75,37.5,0.057832725,0.006750898000000001,0.185263857,0.023634337000000002,,,,10.285714285714286,12.586666666666666
IRGC 31801,Control,140.0,1120.0,7.5,64.0,0.057708264,0.010126346999999999,0.247427813,0.049795615,,0.017147561999999998,0.0161701,18.666666666666668,17.5
IRGC 27555,Stress,64.0,319.0,6.0,37.0,0.057708264,0.005481234000000001,0.201995058,0.012180518999999999,7.0,0.01478487,0.02138574,10.666666666666666,8.621621621621621
IRGC 64778,Stress,60.0,222.0,6.0,37.0,0.056789625999999996,0.013510643999999999,0.09649159199999999,0.033599653,7.0,0.014412742,0.01361278,10.0,6.0
IRGC 53541,Stress,89.0,584.0,10.5,41.0,0.056789625999999996,0.010856293000000001,0.11035512800000001,0.031586771,5.0,0.019361884,0.021634200000000003,8.476190476190476,14.24390243902439
IRGC 8840,Stress,82.0,283.0,6.75,35.4,0.05657428900000001,0.02582683,0.094115974,0.045831785,9.0,0.009069016,0.00976872,12.148148148148149,7.994350282485876
IRGC 29116,Stress,47.0,203.0,7.5,32.5,0.05657428900000001,0.011117305,0.117013268,0.030272544,8.0,0.0077794,0.00797496,6.266666666666667,6.246153846153846
IRGC 37845,Stress,82.0,306.0,7.0,39.5,0.05657428900000001,0.010343119,0.090290559,0.035696992000000004,8.0,0.01505354,0.01576408,11.714285714285714,7.746835443037975
IRGC 34699,Stress,152.0,702.0,11.0,47.0,0.056272817999999995,0.017056856000000002,0.084556071,0.033185554,6.0,0.017630366,0.0166145,13.818181818181818,14.936170212765957
IRGC 43999,Stress,104.0,599.0,10.5,46.25,0.056272817999999995,0.012411743000000001,0.11459955599999999,0.038161392999999995,6.0,0.01863848,0.018018400000000004,9.904761904761905,12.95135135135135
IRGC 8482,Stress,111.0,522.0,10.0,45.0,0.056272817999999995,0.01148272,0.186943535,0.037807183,8.0,0.006125676,0.00640138,11.1,11.6
IRGC 26638,Stress,94.0,600.0,9.5,46.75,0.056272817999999995,0.01148272,0.09655595,0.032472915,6.0,0.019880778,0.01892134,9.894736842105264,12.834224598930481
IRGC 37468,Stress,64.0,187.0,7.5,28.0,0.055820611,0.01760498,0.104294434,0.031021279,8.0,0.00981247,0.00976266,8.533333333333333,6.678571428571429
IRGC 26384,Stress,74.0,324.0,8.0,42.5,0.055820611,0.012030843999999999,0.150521981,0.030319922000000003,7.0,0.006744018,0.00704374,9.25,7.623529411764705
IRGC 29230,Stress,22.0,101.0,5.25,27.0,0.055820611,0.010869565,0.20829095399999997,0.04003788,9.0,0.000932726,0.00144834,4.190476190476191,3.740740740740741
IRGC 77306,Stress,37.0,175.0,8.5,37.5,0.055820611,0.009708287,0.177177965,0.035346072,9.0,,,4.352941176470588,4.666666666666667
IRGC 25877,Stress,119.0,634.0,11.5,51.5,0.055820611,0.009708287,0.10468243099999999,0.034809911,4.0,0.014791286,0.0139077,10.347826086956522,12.310679611650485
IRGC 8794,Stress,78.0,361.0,12.0,37.0,0.055820611,0.006224451999999999,0.158712247,0.034782609,7.0,0.013382973999999999,0.012806799999999998,6.5,9.756756756756756
IRGC 8667,Stress,71.0,500.0,9.0,43.0,0.055820611,0.003901895,0.143118558,0.043588739,6.0,,,7.888888888888889,11.627906976744185
IRGC 77253,Stress,44.0,144.0,10.0,32.5,0.055604285999999996,0.018155756999999998,0.08280011400000001,0.04900054400000001,9.0,0.007417698,0.00747198,4.4,4.430769230769231
IRGC 26578,Stress,71.0,394.0,10.0,42.5,0.055604285999999996,0.014174232,0.152302983,0.03645308,7.0,0.014070288,0.01337038,7.1,9.270588235294118
IRGC 37951,Stress,79.0,395.0,8.0,43.5,0.055604285999999996,0.012183468999999999,0.145322649,0.036705875,7.0,0.018810108,0.01872338,9.875,9.080459770114942
IRGC 77258,Stress,79.0,273.0,5.75,41.0,0.055604285999999996,0.011519881000000001,0.15526468599999999,0.041341509,7.0,0.011535968,0.01070398,13.73913043478261,6.658536585365853
IRGC 49182,Stress,28.0,100.0,10.0,28.0,0.055604285999999996,0.010856293000000001,0.09678187,0.03393562,9.0,0.0007322260000000001,0.00102818,2.8,3.5714285714285716
IRGC 34034,Stress,112.0,535.0,11.5,42.0,0.055191393,0.020407531,0.114383128,0.044525523,6.0,0.015134541999999999,0.01425514,9.73913043478261,12.738095238095237
IRGC 29131,Control,125.0,851.0,8.5,54.5,0.055066932,0.136380528,0.008833942,0.005193237,,0.01566707,0.01513384,14.705882352941176,15.614678899082568
IRGC 6534,Control,112.0,1123.0,6.0,67.0,0.055066932,0.057413600999999995,0.007148945,0.003335191,,0.015465768000000001,0.01444502,18.666666666666668,16.761194029850746
IRGC 25927,Stress,101.0,421.0,8.5,39.0,0.055066932,0.028428093999999998,0.19404419899999997,0.029985007,6.0,0.011646644,0.01178872,11.882352941176471,10.794871794871796
IRGC 39559,Stress,41.0,172.0,8.0,36.0,0.055066932,0.016041125,0.181525219,0.025053644,9.0,0.011306596,0.0114837,5.125,4.777777777777778
IRGC 83865,Stress,34.0,72.0,7.5,26.0,0.055066932,0.00984764,0.11933138199999999,0.02837742,9.0,0.00209723,0.00251894,4.533333333333333,2.769230769230769
IRGC 27526,Stress,63.0,440.0,10.0,50.5,0.054613342,0.018914902,0.10034798699999999,0.034289382,7.0,0.012488744,0.01187154,6.3,8.712871287128714
IRGC 29083,Stress,85.0,253.0,7.5,38.5,0.054613342,0.015198811000000001,0.128793746,0.029866358,6.0,0.010039436,0.01042522,11.333333333333334,6.571428571428571
IRGC 25919,Stress,57.0,441.0,7.5,42.5,0.054613342,0.015198811000000001,0.11586458699999999,0.041545894,7.0,0.016327918,0.01598022,7.6,10.376470588235295
IRGC 86973,Stress,78.0,575.0,9.0,42.25,0.054613342,0.010553698,0.142484419,0.021573971,5.0,0.018956874,0.01837998,8.666666666666666,13.609467455621301
IRGC 26439,Stress,98.0,481.0,12.0,40.0,0.054486115999999994,0.014121145,0.089058524,0.042715064000000004,6.0,0.018659332,0.01829514,8.166666666666666,12.025
IRGC 53479,Stress,,,,,0.054486115999999994,0.011024401999999999,0.085994026,0.035971758,8.0,0.01087512,0.01068984,,
IRGC 37478,Stress,91.0,772.0,10.0,48.5,0.054486115999999994,0.00792766,0.09006426699999999,0.017904801,3.0,0.017995276,0.0172912,9.1,15.917525773195877
IRGC 63517,Stress,,,,,0.054418945999999996,0.02014652,0.16909365,0.037470581,4.0,0.016842,0.011170600000000001,,
IRGC 37252,Stress,102.0,618.0,10.0,48.0,0.054418945999999996,0.014837818999999999,0.11586458699999999,0.039687848,5.0,0.023308526,0.0243814,10.2,12.875
IRGC 26290,Stress,75.0,706.0,9.0,51.5,0.053808497000000004,0.014988231999999999,0.169630787,0.032538452,7.0,0.02087606,0.02090296,8.333333333333334,13.70873786407767
IRGC 29131,Stress,111.0,501.0,13.0,46.0,0.053808497000000004,0.012665676,0.165615665,0.033775135,7.0,0.01606406,0.01017676,8.538461538461538,10.891304347826088
IRGC 77226,Stress,76.0,239.0,9.0,41.0,0.053808497000000004,0.012665676,0.00492723,0.040244471000000004,8.0,0.012621876,0.0126149,8.444444444444445,5.829268292682927
IRGC 43826,Stress,78.0,260.0,9.0,36.0,0.053808497000000004,0.008794748,0.16553269199999998,0.034477062999999995,9.0,,,8.666666666666666,7.222222222222222
IRGC 29089,Stress,66.0,261.0,8.5,42.5,0.053808497000000004,0.008794748,0.153141419,0.03393562,5.0,0.01310869,0.01268964,7.764705882352941,6.141176470588236
IRGC 27594,Stress,133.0,503.0,10.0,45.0,0.053746265999999994,0.020159792,0.00510377,0.030361251000000002,4.0,0.010717928,0.00991012,13.3,11.177777777777777
IRGC 37161,Stress,87.0,600.0,8.5,51.0,0.053746265999999994,0.009708287,0.13935228,0.030217685,6.0,0.014491338000000001,0.00864964,10.235294117647058,11.764705882352942
IRGC 31801,Stress,66.0,307.0,9.0,45.5,0.053746265999999994,0.009708287,0.114503817,0.029442872000000002,8.0,0.014789682,0.01420464,7.333333333333333,6.747252747252747
IRGC 26802,Stress,80.0,342.0,9.0,34.5,0.053746265999999994,0.00738573,0.153888705,0.014616623,7.0,0.013276308,0.01286336,8.88888888888889,9.91304347826087
IRGC 38426,Stress,,,,,0.053746265999999994,0.006224451999999999,0.13879854,0.031066517999999998,6.0,0.011102888,0.00539138,,
IRGC 86973,Stress,105.0,630.0,8.75,45.0,0.053233607,0.019482933,0.07241536700000001,0.041062802,4.0,0.019912858000000002,0.01925666,12.0,14.0
IRGC 26373,Stress,58.0,240.0,7.0,44.5,0.053233607,0.016164994,0.11210396,0.030529114,8.0,0.007630228,0.00728816,8.285714285714286,5.393258426966292
IRGC 31618,Stress,151.0,682.0,10.5,47.0,0.053233607,0.012183468999999999,0.107282025,0.036748008,6.0,0.021339616000000002,0.02120798,14.380952380952381,14.51063829787234
IRGC 77226,Stress,133.0,733.0,12.0,48.5,0.053233607,0.012183468999999999,0.09595088,0.035971758,3.0,0.022541012000000003,0.02271692,11.083333333333334,15.11340206185567
IRGC 49182,Stress,42.0,90.0,7.5,28.0,0.052953867,0.018914902,0.228454475,0.059103537000000005,9.0,0.002775722,0.00741744,5.6,3.2142857142857144
IRGC 26629,Stress,48.0,213.0,8.0,40.0,0.052953867,0.017985879,0.150864771,0.03171064,9.0,0.009430718000000001,0.00980912,6.0,5.325
IRGC 32817,Stress,37.0,172.0,11.0,34.5,0.052953867,0.016127834,0.078914448,0.040533974,8.0,0.007273338000000001,0.00710434,3.3636363636363638,4.9855072463768115
IRGC 6588,Stress,72.0,700.0,12.0,53.5,0.052953867,0.014269788,0.117400356,0.031012466000000002,6.0,0.018282391999999998,0.01765076,6.0,13.08411214953271
IRGC 32817,Stress,71.0,504.0,9.0,42.5,0.052953867,0.012411743000000001,0.082507053,0.032980305,5.0,0.017833272,0.01669732,7.888888888888889,11.858823529411765
IRGC 37182,Stress,66.0,360.0,9.25,47.0,0.052953867,0.010553698,0.121197035,0.028985507,6.0,0.015448926000000002,0.01439856,7.135135135135135,7.659574468085107
IRGC 26629,Stress,16.0,89.0,5.5,27.5,0.052425599999999996,0.01885916,0.11385558400000001,0.041167317,9.0,0.00105463,0.00118776,2.909090909090909,3.2363636363636363
IRGC 63517,Stress,,,,,0.052425599999999996,0.011117305,0.193551521,0.019758726,6.0,0.017907056,0.01732352,,
IRGC 77284,Stress,60.0,322.0,7.5,46.5,0.052425599999999996,0.011117305,0.080890609,0.032337895,7.0,0.016266164,0.01542674,8.0,6.924731182795699
