uid,Width_WO_husk,Length_WO_husk,Height_WO_husk,Seed Weight,Treatment,Root weight,Shoot weight,Root length,Shoot length,Root Na+,Root K+,Shoot Na+,Shoot K+,SES,Chlorophyll A,Chlorophyll B,Serial no.,Iserial,accession_name
157_4,267.0,529.0,180.0,703.0,Control,,,,,,,,,,,,157,,IRGC 66831
157_5,260.0,530.0,185.0,702.0,Control,,,,,,,,,,,,157,,IRGC 66831
158_1,251.0,495.0,174.0,628.0,Control,158.0,1245.0,8.5,63.5,0.188587549,1.54960981,0.00524256,0.007980305,,0.015553988000000001,0.01484094,158,1.0,IRGC 76237
158_2,261.0,489.0,173.0,629.0,Control,,,,,0.039979533,0.131735414,0.019230393999999998,0.103864734,,,,158,2.0,IRGC 76237
158_3,241.0,519.0,180.0,627.0,Control,69.0,913.0,8.5,52.0,0.026332861000000003,0.23392790800000002,0.00409605,0.0028288740000000003,,0.01700641,0.01613778,158,3.0,IRGC 76237
158_4,260.0,492.0,166.0,628.0,Control,,,,,,,,,,,,158,,IRGC 76237
158_5,263.0,517.0,176.0,629.0,Control,,,,,,,,,,,,158,,IRGC 76237
159_1,277.0,548.0,202.0,803.0,Control,140.0,1840.0,11.0,54.0,0.034268171,0.099219621,0.006896701999999999,0.005425492,,0.016139448,0.01534796,159,1.0,IRGC 77216
159_2,261.0,553.0,179.0,802.0,Control,111.0,1484.0,8.0,58.25,0.02142383,0.154960981,0.007630395999999999,0.003335191,,0.023108827999999998,0.02441372,159,2.0,IRGC 77216
159_3,272.0,545.0,188.0,801.0,Control,113.0,1287.0,9.5,59.0,0.028947478,0.206057228,0.0054987709999999995,0.09373838699999999,,0.015780954,0.01518636,159,3.0,IRGC 77216
159_4,288.0,554.0,186.0,802.0,Control,,,,,,,,,,,,159,,IRGC 77216
159_5,247.0,565.0,199.0,803.0,Control,,,,,,,,,,,,159,,IRGC 77216
160_1,273.0,595.0,199.0,880.0,Control,65.0,792.0,8.5,54.0,0.025731091,0.003883315,0.00686917,0.006819026,,0.013410242,0.01327746,160,1.0,IRGC 77226
160_2,263.0,585.0,210.0,882.0,Control,121.0,920.0,9.5,55.5,0.021498506,0.154960981,0.003802217,0.009141583,,0.017107462,0.01643068,160,2.0,IRGC 77226
160_3,279.0,591.0,198.0,881.0,Control,118.0,925.0,10.0,57.5,0.07845170900000001,0.06670382799999999,0.010878299,0.002173913,,0.019382736,0.01893144,160,3.0,IRGC 77226
160_4,277.0,611.0,218.0,883.0,Control,,,,,,,,,,,,160,,IRGC 77226
160_5,256.0,613.0,199.0,882.0,Control,,,,,,,,,,,,160,,IRGC 77226
161_1,224.0,621.0,190.0,612.0,Control,98.0,1088.0,8.0,63.0,0.027156133,0.131735414,0.00699008,0.006586771,,0.013334051999999999,0.0129381,161,1.0,IRGC 77253
161_2,229.0,630.0,177.0,615.0,Control,71.0,973.0,4.5,63.5,0.022043367999999997,0.127090301,0.004570988,0.007283538000000001,,0.017429866000000002,0.01677812,161,2.0,IRGC 77253
161_3,240.0,599.0,172.0,614.0,Control,174.0,1970.0,7.0,62.0,0.024767672999999997,0.164251208,0.003634503,0.007980305,,0.019590454,0.01852946,161,3.0,IRGC 77253
161_4,235.0,615.0,170.0,615.0,Control,,,,,,,,,,,,161,,IRGC 77253
161_5,223.0,570.0,172.0,620.0,Control,,,,,,,,,,,,161,,IRGC 77253
162_1,250.0,566.0,180.0,826.0,Control,71.0,765.0,7.25,54.25,0.038018586,0.154960981,0.003522855,0.0020159789999999998,,0.011149404,0.0102919,162,1.0,IRGC 77258
162_2,247.0,600.0,171.0,827.0,Control,95.0,817.0,5.5,52.0,,,,,,0.022731086,0.02296336,162,2.0,IRGC 77258
162_3,264.0,526.0,185.0,824.0,Control,98.0,840.0,8.0,59.5,0.057894955,0.103864734,0.008968083,0.0037997029999999998,,0.02207505,0.02223818,162,3.0,IRGC 77258
162_4,269.0,591.0,186.0,830.0,Control,,,,,,,,,,,,162,,IRGC 77258
162_5,266.0,599.0,183.0,830.0,Control,,,,,,,,,,,,162,,IRGC 77258
163_1,254.0,507.0,187.0,771.0,Control,125.0,750.0,7.5,55.0,0.028061732000000002,0.103864734,0.005282664,0.037997027,,0.014880308,0.01403496,163,1.0,IRGC 77267
163_2,269.0,573.0,201.0,777.0,Control,73.0,600.0,6.0,49.9,0.036047498,0.014637268,0.102752935,0.033545251,,0.015893234,0.01523282,163,2.0,IRGC 77267
163_3,274.0,568.0,186.0,780.0,Control,122.0,970.0,8.5,54.0,0.012707754,0.002489781,0.004278872,0.007748049,,0.018045,0.016917500000000002,163,3.0,IRGC 77267
163_4,243.0,524.0,183.0,771.0,Control,,,,,,,,,,,,163,,IRGC 77267
163_5,248.0,519.0,180.0,773.0,Control,,,,,,,,,,,,163,,IRGC 77267
164_1,287.0,644.0,199.0,841.0,Control,54.0,700.0,4.0,51.0,0.028916362,0.052768487999999995,0.006178254,0.048123374000000003,,0.015375943999999999,0.014402600000000002,164,1.0,IRGC 77279
164_2,293.0,664.0,181.0,843.0,Control,85.0,905.0,7.5,56.5,,,,,,0.016233281999999998,0.01538432,164,2.0,IRGC 77279
164_3,275.0,582.0,188.0,838.0,Control,78.0,793.0,5.0,58.5,0.022001881,0.103864734,0.004503768,0.007515793000000001,,0.014589182,0.01383902,164,3.0,IRGC 77279
164_4,260.0,606.0,171.0,844.0,Control,,,,,,,,,,,,164,,IRGC 77279
164_5,269.0,581.0,180.0,845.0,Control,,,,,,,,,,,,164,,IRGC 77279
165_1,222.0,560.0,167.0,606.0,Control,91.0,622.0,4.0,53.5,0.018355643999999997,0.164251208,0.004857838,0.011928651,,,,165,1.0,IRGC 77284
165_2,235.0,549.0,166.0,606.0,Control,122.0,973.0,5.0,54.0,0.031380684,0.06670382799999999,0.006483168,0.001941657,,0.02407604,0.02683166,165,2.0,IRGC 77284
165_3,229.0,553.0,171.0,609.0,Control,117.0,1342.0,6.25,60.5,0.027533466,0.108509848,0.006250126999999999,0.004728725,,0.021911442000000003,0.0224826,165,3.0,IRGC 77284
165_4,230.0,619.0,169.0,612.0,Control,,,,,,,,,,,,165,,IRGC 77284
165_5,230.0,590.0,168.0,614.0,Control,,,,,,,,,,,,165,,IRGC 77284
166_1,267.0,498.0,170.0,765.0,Control,58.0,865.0,7.2,51.0,0.022724444,0.159606094,0.007174466,0.007748049,,0.015379152,0.01479448,166,1.0,IRGC 77285
166_2,289.0,562.0,190.0,765.0,Control,62.0,508.0,9.25,44.0,0.019544097,0.0029542920000000003,0.005913364,0.00821256,,0.015794588000000002,0.01557016,166,2.0,IRGC 77285
166_3,288.0,508.0,178.0,768.0,Control,63.0,726.0,8.0,53.5,0.027533466,0.15031586800000002,0.00675813,0.006819026,,0.013415856,0.01259874,166,3.0,IRGC 77285
166_4,279.0,544.0,180.0,772.0,Control,,,,,,,,,,,,166,,IRGC 77285
166_5,277.0,573.0,187.0,773.0,Control,,,,,,,,,,,,166,,IRGC 77285
167_1,259.0,634.0,183.0,702.0,Control,53.0,615.0,5.0,51.0,0.035830844,0.131735414,0.009322348000000001,0.075994054,,0.01550266,0.0170488,167,1.0,IRGC 77292
167_2,265.0,635.0,164.0,705.0,Control,51.0,425.0,4.5,44.0,0.02615057,0.21070234100000002,0.003521776,0.086770717,,0.010950508000000001,0.01031008,167,2.0,IRGC 77292
167_3,262.0,618.0,170.0,707.0,Control,73.0,657.0,7.0,40.5,0.038472176000000004,0.043478261,0.018644697,0.020252693999999998,,0.016385662,0.01528938,167,3.0,IRGC 77292
167_4,250.0,625.0,152.0,708.0,Control,,,,,,,,,,,,167,,IRGC 77292
167_5,225.0,619.0,176.0,710.0,Control,,,,,,,,,,,,167,,IRGC 77292
168_1,194.0,623.0,162.0,544.0,Control,113.0,925.0,5.5,43.0,,,,,,,,168,1.0,IRGC 77293
168_2,198.0,621.0,163.0,549.0,Control,21.0,172.0,3.5,23.5,0.023157982,0.215347454,0.003989739,0.010070606,,0.011552008,0.01083326,168,2.0,IRGC 77293
168_3,198.0,633.0,159.0,551.0,Control,59.0,568.0,5.0,38.0,0.017726755,0.18747677399999998,0.007148945,0.006819026,,0.020638668,0.02082822,168,3.0,IRGC 77293
168_4,200.0,584.0,164.0,545.0,Control,,,,,,,,,,,,168,,IRGC 77293
168_5,207.0,626.0,173.0,549.0,Control,,,,,,,,,,,,168,,IRGC 77293
169_1,239.0,704.0,181.0,813.0,Control,84.0,917.0,6.0,51.0,0.027533466,0.247863248,0.005066354,0.011231884,,0.023387122000000003,0.02420566,169,1.0,IRGC 77299
169_2,263.0,672.0,172.0,812.0,Control,70.0,560.0,5.0,46.0,0.027533466,0.12244518800000001,0.005214722,0.006819026,,0.01578737,0.0152207,169,2.0,IRGC 77299
169_3,245.0,685.0,172.0,815.0,Control,25.0,1050.0,3.0,31.0,0.019612927,0.224637681,0.0048916820000000005,0.007748049,,0.009096284,0.00872236,169,3.0,IRGC 77299
169_4,253.0,689.0,163.0,817.0,Control,,,,,,,,,,,,169,,IRGC 77299
169_5,240.0,652.0,151.0,819.0,Control,,,,,,,,,,,,169,,IRGC 77299
170_1,237.0,578.0,161.0,605.0,Control,70.0,620.0,6.0,49.0,0.045448888,0.075994054,0.008792628,0.0040319579999999995,,0.014233896000000001,0.013675399999999999,170,1.0,IRGC 77306
170_2,241.0,608.0,168.0,610.0,Control,,,,,0.057832725,0.103864734,0.0072095,0.061222594000000005,,,,170,2.0,IRGC 77306
170_3,244.0,546.0,165.0,610.0,Control,83.0,339.0,5.0,43.0,0.034699635,0.108509848,0.006091528000000001,0.006819026,,0.020006692,0.01921424,170,3.0,IRGC 77306
170_4,236.0,581.0,160.0,609.0,Control,,,,,,,,,,,,170,,IRGC 77306
170_5,227.0,610.0,166.0,610.0,Control,,,,,,,,,,,,170,,IRGC 77306
171_1,250.0,491.0,174.0,602.0,Control,22.0,55.0,5.0,20.0,0.023083306,0.075994054,0.009649159000000001,0.002406169,,0.015610128000000001,0.01433998,171,1.0,IRGC 79342
171_2,234.0,489.0,176.0,601.0,Control,85.0,550.0,8.5,46.0,0.033040159,0.08992939400000001,0.007358852,0.000970829,,0.0028735659999999997,0.00300172,171,2.0,IRGC 79342
171_3,226.0,512.0,170.0,606.0,Control,63.0,675.0,5.5,46.0,0.02998465,0.16889632100000002,0.00739879,0.007515793000000001,,0.0028519120000000003,0.00295122,171,3.0,IRGC 79342
171_4,241.0,488.0,170.0,605.0,Control,,,,,,,,,,,,171,,IRGC 79342
171_5,248.0,507.0,173.0,602.0,Control,,,,,,,,,,,,171,,IRGC 79342
172_1,265.0,380.0,158.0,462.0,Control,59.0,541.0,6.0,49.0,0.046315964,0.15031586800000002,0.000670705,0.0040319579999999995,,0.013475204,0.01273408,172,1.0,IRGC 82168
172_2,258.0,431.0,142.0,461.0,Control,,,,,,,,,,0.012982776000000001,0.01247552,172,2.0,IRGC 82168
172_3,240.0,396.0,176.0,464.0,Control,17.0,194.0,3.5,33.0,0.049535347,0.052768487999999995,0.006094206,0.020252693999999998,,,,172,3.0,IRGC 82168
172_4,271.0,407.0,164.0,460.0,Control,,,,,,,,,,,,172,,IRGC 82168
172_5,248.0,373.0,169.0,462.0,Control,,,,,,,,,,,,172,,IRGC 82168
173_1,212.0,379.0,154.0,371.0,Control,37.0,275.0,6.0,47.0,0.046769554000000005,0.043478261,0.007202659,0.0042642140000000005,,0.017761092,0.028673900000000002,173,1.0,IRGC 83865
173_2,212.0,379.0,158.0,370.0,Control,49.0,250.0,6.5,35.5,,,,,,0.016947864,0.01646704,173,2.0,IRGC 83865
173_3,228.0,397.0,168.0,371.0,Control,52.0,505.0,9.5,49.0,0.021121437000000003,0.048123374000000003,0.006621308,0.000970829,,0.017199692,0.01605092,173,3.0,IRGC 83865
173_4,215.0,366.0,158.0,373.0,Control,,,,,,,,,,,,173,,IRGC 83865
173_5,216.0,283.0,168.0,373.0,Control,,,,,,,,,,,,173,,IRGC 83865
174_1,250.0,562.0,179.0,750.0,Control,52.0,1047.0,7.5,52.0,0.017349817,0.002025269,0.003329442,0.00143534,,0.015925314,0.01487326,174,1.0,IRGC 86973
174_2,255.0,590.0,171.0,747.0,Control,58.0,672.0,5.5,50.0,0.019298318000000002,0.004347826,0.00616301,0.007515793000000001,,0.013963622,0.01334412,174,2.0,IRGC 86973
174_3,250.0,613.0,160.0,750.0,Control,78.0,612.0,8.0,45.0,0.022414774,0.094574508,0.004131717,0.005425492,,0.018330512,0.01731342,174,3.0,IRGC 86973
174_4,262.0,566.0,169.0,754.0,Control,,,,,,,,,,,,174,,IRGC 86973
174_5,253.0,586.0,177.0,753.0,Control,,,,,,,,,,,,174,,IRGC 86973
175_1,239.0,666.0,173.0,774.0,Control,,,,,,,,,,0.01405505,0.01329564,175,1.0,IRGC 117317
175_2,234.0,690.0,164.0,771.0,Control,52.0,553.0,5.0,48.5,0.017349817,0.164251208,0.0057974969999999995,0.008909327,,,,175,2.0,IRGC 117317
175_3,241.0,654.0,170.0,770.0,Control,29.0,232.0,2.0,36.0,0.019612927,0.12244518800000001,0.004579855999999999,0.006586771,,0.014795296000000001,0.01390972,175,3.0,IRGC 117317
175_4,232.0,687.0,172.0,770.0,Control,,,,,,,,,,,,175,,IRGC 117317
175_5,236.0,712.0,183.0,769.0,Control,,,,,,,,,,,,175,,IRGC 117317
176_1,278.0,560.0,197.0,850.0,Control,132.0,1188.0,5.0,48.0,0.021121437000000003,0.0029542920000000003,0.006394638,0.009141583,,0.02564395,0.03843252,176,1.0,IRGC 117318
176_2,266.0,616.0,205.0,849.0,Control,85.0,1131.0,5.5,47.5,0.030299259,0.136380528,0.004731661,0.002364363,,0.018242292,0.02785378,176,2.0,IRGC 117318
176_3,268.0,594.0,196.0,846.0,Control,169.0,1720.0,6.0,53.0,0.024742781000000002,0.094574508,0.006368238000000001,0.004960981,,0.017684902,0.01678822,176,3.0,IRGC 117318
176_4,262.0,561.0,175.0,853.0,Control,,,,,,,,,,,,176,,IRGC 117318
176_5,274.0,600.0,176.0,853.0,Control,,,,,,,,,,,,176,,IRGC 117318
,,,,,Stress,48.0,348.0,6.5,43.5,6.125124461,1.426978818,0.004129037,0.001021925,7.0,0.019955364,0.01953744,,,IRGC 77306
,,,,,Stress,48.0,187.0,5.5,36.0,1.9863922999999999,0.475659606,0.01010054,0.001400332,9.0,0.00538944,0.00603374,,,IRGC 77299
,,,,,Stress,108.0,720.0,12.5,45.0,1.4885496180000002,0.444692184,0.13061819800000002,0.035107278,5.0,0.017686506,0.0173821,,,IRGC 31745
,,,,,Stress,70.0,365.0,7.5,44.5,0.91022237,0.361699492,0.0036556329999999997,0.00083612,7.0,0.014959706000000001,0.01463288,,,IRGC 26335
,,,,,Stress,55.0,371.0,9.0,38.5,0.8825644429999999,0.007246376999999999,0.115207837,0.026350461000000002,4.0,0.017873372,0.01271186,,,IRGC 25845
,,,,,Stress,109.0,698.0,9.0,48.25,0.786384003,0.025966184,0.098544605,0.032337895,5.0,0.018848603999999998,0.017937599999999998,,,IRGC 76237
,,,,,Stress,66.0,221.0,8.5,46.5,0.6763745990000001,0.011117305,0.146879247,0.028677002000000004,9.0,0.00443506,0.00499546,,,IRGC 43872
,,,,,Stress,91.0,781.0,12.75,54.75,0.55820611,0.006224451999999999,0.141707363,0.024420024,4.0,0.014236302,0.00827998,,,IRGC 58736
,,,,,Stress,63.0,393.0,11.0,49.0,0.264769333,0.038833148,0.12602253,0.023826699,8.0,0.009827708000000001,0.00891022,,,IRGC 38145
,,,,,Stress,110.0,752.0,8.5,50.0,0.24817457699999998,0.043478261,0.141104235,0.033772706,5.0,0.019671456,0.0189577,,,IRGC 49257
,,,,,Stress,49.0,295.0,6.0,41.0,0.198390309,0.024897807999999997,0.142639471,0.01418871,8.0,0.00805208,0.01194426,,,IRGC 25880
,,,,,Stress,82.0,544.0,13.0,45.5,0.19009293100000002,0.034188034,0.176015046,0.025888765,7.0,0.020243281999999998,0.01996366,,,IRGC 37149
,,,,,Stress,130.0,971.0,9.5,50.0,0.19009293100000002,0.034188034,0.156427411,0.025328092000000003,3.0,0.01966103,0.01866682,,,IRGC 34709
,,,,,Stress,56.0,363.0,6.0,47.5,0.173498175,0.015607581,0.135784151,0.022843027999999998,8.0,0.009227812,0.00877892,,,IRGC 6534
,,,,,Stress,39.0,723.0,8.75,44.0,0.16520079699999998,0.024897807999999997,0.17617207199999999,0.022056796,5.0,0.017016034,0.01783862,,,IRGC 37550
,,,,,Stress,75.0,515.0,7.75,43.6,0.16520079699999998,0.024897807999999997,0.15438654699999999,0.041372476,4.0,0.016122606,0.01522878,,,IRGC 26367
,,,,,Stress,60.0,345.0,9.5,41.0,0.16142549,0.05657748,0.165325257,0.051715595,6.0,0.020321878,0.03075652,,,IRGC 29009
,,,,,Stress,,,,,0.15690341900000002,0.024897807999999997,0.17756389,0.024011663,,,,,,IRGC 26624
,,,,,Stress,61.0,240.0,7.0,37.0,0.15690341900000002,0.020252693999999998,0.131064,0.024619101,8.0,0.00667264,0.00647814,,,IRGC 37346
,,,,,Stress,,,,,0.15690341900000002,0.015607581,0.262529041,0.0393534,,,,,,IRGC 26624
,,,,,Stress,20.0,40.0,3.5,19.5,0.15690341900000002,0.015607581,0.229339529,0.031921219,9.0,0.00062957,0.00077568,,,IRGC 53483
,,,,,Stress,70.0,301.0,7.0,41.0,0.153027358,0.012183468999999999,0.066699274,0.046222952000000005,9.0,0.0036322579999999998,0.00396324,,,IRGC 8667
,,,,,Stress,109.0,463.0,7.5,33.5,0.148979423,0.02173913,0.13326511,0.031896445,6.0,0.02158984,0.02132918,,,IRGC 49375
,,,,,Stress,70.0,360.0,8.0,30.75,0.14860604,0.024897807999999997,0.229652985,0.027664231,7.0,0.01299641,0.00806182,,,IRGC 8742
,,,,,Stress,80.0,617.0,9.5,42.5,0.14860604,0.015607581,0.20650099600000002,0.019509476,7.0,0.017408212,0.01789518,,,IRGC 53484
,,,,,Stress,65.0,366.0,10.5,47.0,0.14483073300000002,0.028706799999999998,0.121884116,0.030217685,7.0,0.01570717,0.01500456,,,IRGC 6046
,,,,,Stress,101.0,390.0,10.75,45.5,0.140682044,0.028706799999999998,0.150864771,0.029646146,6.0,0.021833647999999997,0.02242402,,,IRGC 26638
,,,,,Stress,75.0,360.0,9.5,36.5,0.140308662,0.015607581,0.177686814,0.028765294,8.0,0.00034887,0.00085244,,,IRGC 53484
,,,,,Stress,,,,,0.140308662,0.015607581,0.126503102,0.024011663,,,,,,IRGC 37793
,,,,,Stress,143.0,766.0,11.0,42.5,0.13704502699999999,0.024278459,0.140034211,0.029442872000000002,3.0,0.019050708,0.01776186,,,IRGC 31841
,,,,,Stress,76.0,534.0,9.5,44.0,0.136533355,0.01477146,0.153027358,0.022296543999999998,7.0,0.022007682,0.02255128,,,IRGC 38130
,,,,,Stress,9.0,28.0,4.0,21.0,0.13238466599999998,0.024061687000000002,0.131098573,0.03639206,9.0,,,,,IRGC 29009
,,,,,Stress,80.0,342.0,10.0,43.0,0.13238466599999998,0.02173913,0.224350396,0.025053644,8.0,0.013552998,0.019886900000000002,,,IRGC 43872
,,,,,Stress,139.0,819.0,12.5,46.5,0.128235977,0.028706799999999998,0.095874865,0.037041033,5.0,0.019426846,0.01869308,,,IRGC 77216
,,,,,Stress,22.0,33.0,2.5,8.0,0.124087288,0.01477146,0.165014106,0.025315868,9.0,0.00109072,0.00133118,,,IRGC 8855
,,,,,Stress,114.0,493.0,11.5,53.0,0.119938599,0.019416574,0.12046284300000001,0.037611342,5.0,0.019497422,0.01868298,,,IRGC 58736
,,,,,Stress,86.0,641.0,11.5,42.0,0.119938599,0.017094017,0.128235977,0.037997027,3.0,0.015083214,0.01387336,,,IRGC 27568
,,,,,Stress,114.0,562.0,10.0,43.0,0.118680164,0.022234609,0.129853966,0.050963529,7.0,0.01615228,0.01540856,,,IRGC 8794
,,,,,Stress,55.0,377.0,8.75,37.0,0.115416528,0.010962467,0.23172917399999998,0.016202155,6.0,0.019237574,0.01900214,,,IRGC 8593
,,,,,Stress,75.0,481.0,11.0,46.5,0.111641221,0.031029357,0.105150409,0.01508958,6.0,0.01693824,0.015947899999999997,,,IRGC 49242
,,,,,Stress,33.0,175.0,7.0,41.5,0.111641221,0.026384243999999998,0.18446579999999999,0.038765582,8.0,,,,,IRGC 26744
,,,,,Stress,43.0,297.0,6.0,30.5,0.110382786,0.014492753999999998,0.42010263200000003,0.045450647000000004,7.0,0.01259942,0.0123826,,,IRGC 43915
,,,,,Stress,104.0,649.0,10.0,42.0,0.10938710000000001,0.011117305,0.122007533,0.021650267,6.0,0.016285412,0.01567924,,,IRGC 53479
,,,,,Stress,29.0,308.0,7.5,38.5,0.10761699300000001,0.026879722999999998,0.150864771,0.044097609,5.0,0.013077412,0.0076760000000000005,,,IRGC 77292
,,,,,Stress,42.0,209.0,7.0,33.0,0.10749253199999999,0.010126346999999999,0.139898822,0.013287839,8.0,0.008357642,0.0089284,,,IRGC 77292
,,,,,Stress,43.0,190.0,8.75,30.0,0.103343843,0.017094017,0.151296762,0.032807772,,,,,,IRGC 29333
,,,,,Stress,124.0,704.0,6.5,37.5,0.103343843,0.01477146,0.12284860800000001,0.027499071,3.0,0.01634476,0.01567722,,,IRGC 77293
,,,,,Stress,,,,,0.103343843,0.010126346999999999,0.11902127800000001,0.026735207999999996,6.0,0.019086798000000002,0.01894356,,,IRGC 25927
,,,,,Stress,87.0,605.0,12.5,44.0,0.102085408,0.012944383,0.132260206,0.028985507,7.0,0.017651218,0.01644482,,,IRGC 8341
,,,,,Stress,79.0,391.0,9.5,38.0,0.099319615,0.020686238,0.07213533,0.032980305,5.0,0.013512898,0.00805778,,,IRGC 34749
,,,,,Stress,82.0,472.0,10.0,44.0,0.09919515400000001,0.037997027,0.165268684,0.052194183,6.0,0.014366226000000001,0.00869004,,,IRGC 77279
,,,,,Stress,,,,,0.09919515400000001,0.019416574,0.119938599,0.040319584,7.0,0.017372122,0.0164327,,,IRGC 38426
,,,,,Stress,2.0,5.0,2.0,3.0,0.09919515400000001,0.019416574,0.084686787,0.032126203,9.0,,,,,IRGC 64778
,,,,,Stress,62.0,339.0,8.0,48.5,0.09919515400000001,0.01477146,0.130752849,0.020748173,6.0,0.016442604,0.01538432,,,IRGC 6534
,,,,,Stress,45.0,256.0,9.5,42.0,0.09919515400000001,0.012448903999999998,0.188587549,0.02893242,8.0,0.00646412,0.00651046,,,IRGC 29260
,,,,,Stress,77.0,397.0,12.0,40.0,0.09919515400000001,0.010126346999999999,0.137072685,0.038116473,6.0,0.022546626,0.0230482,,,IRGC 66815
,,,,,Stress,68.0,310.0,8.5,40.0,0.096553822,0.02378298,0.14483073300000002,0.028706799999999998,7.0,0.010816573999999999,0.01054642,,,IRGC 58824
,,,,,Stress,52.0,281.0,10.5,37.0,0.096553822,0.012944383,0.19009293100000002,0.01477146,7.0,0.010696273999999999,0.01029998,,,IRGC 25855
,,,,,Stress,130.0,650.0,7.75,44.0,0.095233156,0.020159792,0.133346895,0.028050491,6.0,0.017719388,0.01284114,,,IRGC 8497
,,,,,Stress,3.0,10.0,4.0,3.0,0.095046465,0.024061687000000002,0.181040886,0.032560032999999995,9.0,,,,,IRGC 77299
,,,,,Stress,29.0,65.0,6.75,25.5,0.095046465,0.010126346999999999,0.15260793,0.022725323999999998,9.0,0.002167004,0.00244218,,,IRGC 29221
,,,,,Stress,82.0,587.0,10.25,45.0,0.09378803,0.016041125,0.19612927300000002,0.013703083999999999,7.0,0.023934887999999998,0.0259267,,,IRGC 77216
,,,,,Stress,18.0,51.0,2.5,24.0,0.09378803,0.016041125,0.130031767,0.040611562000000004,9.0,0.000522102,0.00069488,,,IRGC 37346
,,,,,Stress,53.0,578.0,10.0,54.0,0.09378803,0.012944383,0.139221269,0.023991602999999997,6.0,0.015817846,0.01527928,,,IRGC 38456
,,,,,Stress,,,,,0.09378803,0.011396011000000001,0.011396011000000001,0.006843800000000001,,,,,,IRGC 26624
,,,,,Stress,58.0,294.0,10.5,41.0,0.09378803,0.00984764,0.129140392,0.030397622000000003,8.0,0.01105557,0.01155238,,,IRGC 77258
,,,,,Stress,2.0,5.0,5.0,3.5,0.093158812,0.017837235,0.165520838,0.054042575999999995,9.0,,,,,IRGC 29072
,,,,,Stress,46.0,150.0,7.75,37.5,0.09102223699999999,0.011396011000000001,0.16546577699999998,0.037041033,9.0,0.0038792740000000003,0.00416524,,,IRGC 29068
,,,,,Stress,93.0,553.0,7.75,47.0,0.090897776,0.028706799999999998,0.133346895,0.043034727,7.0,0.019146146,0.01835978,,,IRGC 26399
,,,,,Stress,123.0,747.0,13.5,49.0,0.090897776,0.02173913,0.118724657,0.029728725,5.0,0.01945652,0.01829716,,,IRGC 6588
,,,,,Stress,,,,,0.090897776,0.01477146,0.137383395,0.044197759,9.0,0.004049298,0.00464196,,,IRGC 77285
,,,,,Stress,74.0,475.0,7.0,35.5,0.090897776,0.00780379,0.152799408,0.029442872000000002,7.0,0.017909462,0.01721444,,,IRGC 53483
,,,,,Stress,46.0,337.0,9.0,33.0,0.090897776,0.00780379,0.149406336,0.028050491,,,,,,IRGC 29146
,,,,,Stress,53.0,279.0,6.5,38.5,0.08901012300000001,0.012030843999999999,0.11578991,0.026384243999999998,7.0,0.006908428,0.00716292,,,IRGC 39559
,,,,,Stress,46.0,399.0,7.75,34.0,0.088256444,0.020686238,0.173498175,0.024897807999999997,6.0,0.01843397,0.0182204,,,IRGC 49375
,,,,,Stress,72.0,446.0,11.0,47.0,0.088256444,0.020686238,0.104208922,0.040188832,7.0,0.015165018,0.01451168,,,IRGC 37086
,,,,,Stress,13.0,103.0,5.5,29.0,0.088256444,0.014492753999999998,0.152088697,0.023501763,9.0,0.004257818,0.00432886,,,IRGC 8341
,,,,,Stress,89.0,464.0,9.5,43.0,0.088256444,0.014492753999999998,0.08260039799999999,0.037997027,7.0,0.018842188,0.01856986,,,IRGC 32817
,,,,,Stress,76.0,450.0,9.5,42.0,0.088256444,0.012944383,0.07845170900000001,0.044964697000000005,6.0,0.020176716,0.01971116,,,IRGC 49242
,,,,,Stress,75.0,412.0,8.5,45.0,0.088256444,0.008299269,0.126080635,0.038399604,6.0,0.014440811999999999,0.01372186,,,IRGC 25855
,,,,,Stress,15.0,100.0,6.0,30.0,0.086935778,0.024804905,0.09678187,0.037441366000000004,7.0,0.0041808259999999995,0.00067266,,,IRGC 6046
,,,,,Stress,89.0,581.0,9.5,47.0,0.086935778,0.015514678999999998,0.15991813300000002,0.025888765,3.0,0.019234366,0.01825272,,,IRGC 32816
,,,,,Stress,40.0,181.0,5.5,39.0,0.08674908699999999,0.024061687000000002,0.165591959,0.033975686,9.0,0.001498136,0.00171094,,,IRGC 29283
,,,,,Stress,72.0,157.0,6.0,32.5,0.08674908699999999,0.02173913,0.209204558,0.020810108,8.0,0.004119874,0.00443592,,,IRGC 29009
,,,,,Stress,116.0,845.0,8.5,49.0,0.08674908699999999,0.01477146,0.150864771,0.033775135,4.0,0.0181653,0.01731342,,,IRGC 38416
,,,,,Stress,98.0,482.0,10.0,46.5,0.08674908699999999,0.01477146,0.137791791,0.032082249,9.0,0.013589088000000001,0.01395416,,,IRGC 6588
,,,,,Stress,29.0,89.0,4.75,27.75,0.08674908699999999,0.012448903999999998,0.212294344,0.024420024,9.0,0.00111879,0.00120392,,,IRGC 77292
,,,,,Stress,14.0,49.0,2.5,15.0,0.08674908699999999,0.012448903999999998,0.11207387,0.027737962999999997,,,,,,IRGC 82168
,,,,,Stress,43.0,310.0,10.5,44.0,0.08549065199999999,0.020686238,0.06412029400000001,0.031896445,8.0,0.016724106000000002,0.01642664,,,IRGC 26578
,,,,,Stress,,,,,0.08549065199999999,0.017589496,0.130321797,0.046174402999999996,,,,,,IRGC 38251
