accession_name,Treatment,Root weight,Shoot weight,Root length,Shoot length,Root Na+,Root K+,Shoot Na+,Shoot K+,Chlorophyll A,Chlorophyll B,Root thickness,Shoot thickness
IRGC 77306,Stress,48,348,6.5,43.5,6.125124461,1.426978818,0.004129037,0.001021925,0.019955364,0.01953744,7.384615385,8
IRGC 77299,Stress,48,187,5.5,36,1.9863923,0.475659606,0.01010054,0.001400332,0.00538944,0.00603374,8.727272727,5.194444444
IRGC 31745,Stress,108,720,12.5,45,1.488549618,0.444692184,0.130618198,0.035107278,0.017686506,0.0173821,8.64,16
IRGC 26335,Stress,70,365,7.5,44.5,0.91022237,0.361699492,0.003655633,0.00083612,0.014959706,0.01463288,9.333333333,8.202247191
IRGC 25845,Stress,55,371,9,38.5,0.882564443,0.007246377,0.115207837,0.026350461,0.017873372,0.01271186,6.111111111,9.636363636
IRGC 38426,Control,56,753,7.5,62.5,0.7898851,0.002025269,0.002983319,0.002596618,0.015733636,0.01471368,7.466666667,12.048
IRGC 76237,Stress,109,698,9,48.25,0.786384003,0.025966184,0.098544605,0.032337895,0.018848604,0.0179376,12.11111111,14.46632124
IRGC 43872,Stress,66,221,8.5,46.5,0.676374599,0.011117305,0.146879247,0.028677002,0.00443506,0.00499546,7.764705882,4.752688172
IRGC 58736,Stress,91,781,12.75,54.75,0.55820611,0.006224452,0.141707363,0.024420024,0.014236302,0.00827998,7.137254902,14.26484018
IRGC 38145,Stress,63,393,11,49,0.264769333,0.038833148,0.12602253,0.023826699,0.009827708,0.00891022,5.727272727,8.020408163
IRGC 49257,Stress,110,752,8.5,50,0.248174577,0.043478261,0.141104235,0.033772706,0.019671456,0.0189577,12.94117647,15.04
IRGC 38390,Control,115,887,6.5,58.5,0.230833057,2.339279078,0.002696648,0.154960981,0.018774018,0.01820626,17.69230769,15.16239316
IRGC 25880,Stress,49,295,6,41,0.198390309,0.024897808,0.142639471,0.01418871,0.00805208,0.01194426,8.166666667,7.195121951
IRGC 37149,Stress,82,544,13,45.5,0.190092931,0.034188034,0.176015046,0.025888765,0.020243282,0.01996366,6.307692308,11.95604396
IRGC 34709,Stress,130,971,9.5,50,0.190092931,0.034188034,0.156427411,0.025328092,0.01966103,0.01866682,13.68421053,19.42
IRGC 76237,Control,158,1245,8.5,63.5,0.188587549,1.54960981,0.00524256,0.007980305,0.015553988,0.01484094,18.58823529,19.60629921
IRGC 6534,Stress,56,363,6,47.5,0.173498175,0.015607581,0.135784151,0.022843028,0.009227812,0.00877892,9.333333333,7.642105263
IRGC 27547,Control,40,396,6.5,44,0.165200797,0.029542921,0.016544972,0.001012635,0.014986974,0.01463086,6.153846154,9
IRGC 37550,Stress,39,723,8.75,44,0.165200797,0.024897808,0.176172072,0.022056796,0.017016034,0.01783862,4.457142857,16.43181818
IRGC 26367,Stress,75,515,7.75,43.6,0.165200797,0.024897808,0.154386547,0.041372476,0.016122606,0.01522878,9.677419355,11.81192661
IRGC 29009,Stress,60,345,9.5,41,0.16142549,0.05657748,0.165325257,0.051715595,0.020321878,0.03075652,6.315789474,8.414634146
IRGC 26624,Stress,,,,,0.156903419,0.024897808,0.17756389,0.024011663,,,,
IRGC 37346,Stress,61,240,7,37,0.156903419,0.020252694,0.131064,0.024619101,0.00667264,0.00647814,8.714285714,6.486486486
IRGC 26624,Stress,,,,,0.156903419,0.015607581,0.262529041,0.0393534,,,,
IRGC 53483,Stress,20,40,3.5,19.5,0.156903419,0.015607581,0.229339529,0.031921219,0.00062957,0.00077568,5.714285714,2.051282051
IRGC 8667,Stress,70,301,7,41,0.153027358,0.012183469,0.066699274,0.046222952,0.003632258,0.00396324,10,7.341463415
IRGC 49375,Stress,109,463,7.5,33.5,0.148979423,0.02173913,0.13326511,0.031896445,0.02158984,0.02132918,14.53333333,13.82089552
IRGC 29260,Control,,,,,0.14860604,0.029542921,0.014709407,0.00287068,,,,
IRGC 8742,Stress,70,360,8,30.75,0.14860604,0.024897808,0.229652985,0.027664231,0.01299641,0.00806182,8.75,11.70731707
IRGC 53484,Stress,80,617,9.5,42.5,0.14860604,0.015607581,0.206500996,0.019509476,0.017408212,0.01789518,8.421052632,14.51764706
IRGC 6046,Stress,65,366,10.5,47,0.144830733,0.0287068,0.121884116,0.030217685,0.01570717,0.01500456,6.19047619,7.787234043
IRGC 26638,Stress,101,390,10.75,45.5,0.140682044,0.0287068,0.150864771,0.029646146,0.021833648,0.02242402,9.395348837,8.571428571
IRGC 29260,Control,35,654,7,62,0.140308662,0.029542921,0.009052044,0.001477146,0.016874882,0.0177053,5,10.5483871
IRGC 53484,Stress,75,360,9.5,36.5,0.140308662,0.015607581,0.177686814,0.028765294,0.00034887,0.00085244,7.894736842,9.863013699
IRGC 37793,Stress,,,,,0.140308662,0.015607581,0.126503102,0.024011663,,,,
IRGC 31841,Stress,143,766,11,42.5,0.137045027,0.024278459,0.140034211,0.029442872,0.019050708,0.01776186,13,18.02352941
IRGC 38130,Stress,76,534,9.5,44,0.136533355,0.01477146,0.153027358,0.022296544,0.022007682,0.02255128,8,12.13636364
IRGC 29009,Stress,9,28,4,21,0.132384666,0.024061687,0.131098573,0.03639206,,,2.25,1.333333333
IRGC 43872,Stress,80,342,10,43,0.132384666,0.02173913,0.224350396,0.025053644,0.013552998,0.0198869,8,7.953488372
IRGC 77216,Stress,139,819,12.5,46.5,0.128235977,0.0287068,0.095874865,0.037041033,0.019426846,0.01869308,11.12,17.61290323
IRGC 8855,Stress,22,33,2.5,8,0.124087288,0.01477146,0.165014106,0.025315868,0.00109072,0.00133118,8.8,4.125
IRGC 58736,Stress,114,493,11.5,53,0.119938599,0.019416574,0.120462843,0.037611342,0.019497422,0.01868298,9.913043478,9.301886792
IRGC 27568,Stress,86,641,11.5,42,0.119938599,0.017094017,0.128235977,0.037997027,0.015083214,0.01387336,7.47826087,15.26190476
IRGC 8794,Stress,114,562,10,43,0.118680164,0.022234609,0.129853966,0.050963529,0.01615228,0.01540856,11.4,13.06976744
IRGC 8593,Stress,55,377,8.75,37,0.115416528,0.010962467,0.231729174,0.016202155,0.019237574,0.01900214,6.285714286,10.18918919
IRGC 49242,Stress,75,481,11,46.5,0.111641221,0.031029357,0.105150409,0.01508958,0.01693824,0.0159479,6.818181818,10.34408602
IRGC 26744,Stress,33,175,7,41.5,0.111641221,0.026384244,0.1844658,0.038765582,,,4.714285714,4.21686747
IRGC 43915,Stress,43,297,6,30.5,0.110382786,0.014492754,0.420102632,0.045450647,0.01259942,0.0123826,7.166666667,9.737704918
IRGC 53479,Stress,104,649,10,42,0.1093871,0.011117305,0.122007533,0.021650267,0.016285412,0.01567924,10.4,15.45238095
IRGC 77292,Stress,29,308,7.5,38.5,0.107616993,0.026879723,0.150864771,0.044097609,0.013077412,0.007676,3.866666667,8
IRGC 77292,Stress,42,209,7,33,0.107492532,0.010126347,0.139898822,0.013287839,0.008357642,0.0089284,6,6.333333333
IRGC 29333,Stress,43,190,8.75,30,0.103343843,0.017094017,0.151296762,0.032807772,,,4.914285714,6.333333333
IRGC 77293,Stress,124,704,6.5,37.5,0.103343843,0.01477146,0.122848608,0.027499071,0.01634476,0.01567722,19.07692308,18.77333333
IRGC 25927,Stress,,,,,0.103343843,0.010126347,0.119021278,0.026735208,0.019086798,0.01894356,,
IRGC 8341,Stress,87,605,12.5,44,0.102085408,0.012944383,0.132260206,0.028985507,0.017651218,0.01644482,6.96,13.75
IRGC 34749,Stress,79,391,9.5,38,0.099319615,0.020686238,0.07213533,0.032980305,0.013512898,0.00805778,8.315789474,10.28947368
IRGC 37967,Control,40,816,5,51,0.099195154,0.052768488,0.019083969,0.017094017,0.018263144,0.01745684,8,16
IRGC 77279,Stress,82,472,10,44,0.099195154,0.037997027,0.165268684,0.052194183,0.014366226,0.00869004,8.2,10.72727273
IRGC 38426,Stress,,,,,0.099195154,0.019416574,0.119938599,0.040319584,0.017372122,0.0164327,,
IRGC 64778,Stress,2,5,2,3,0.099195154,0.019416574,0.084686787,0.032126203,,,1,1.666666667
IRGC 6534,Stress,62,339,8,48.5,0.099195154,0.01477146,0.130752849,0.020748173,0.016442604,0.01538432,7.75,6.989690722
IRGC 29260,Stress,45,256,9.5,42,0.099195154,0.012448904,0.188587549,0.02893242,0.00646412,0.00651046,4.736842105,6.095238095
IRGC 66815,Stress,77,397,12,40,0.099195154,0.010126347,0.137072685,0.038116473,0.022546626,0.0230482,6.416666667,9.925
IRGC 58824,Stress,68,310,8.5,40,0.096553822,0.02378298,0.144830733,0.0287068,0.010816574,0.01054642,8,7.75
IRGC 25855,Stress,52,281,10.5,37,0.096553822,0.012944383,0.190092931,0.01477146,0.010696274,0.01029998,4.952380952,7.594594595
IRGC 8497,Stress,130,650,7.75,44,0.095233156,0.020159792,0.133346895,0.028050491,0.017719388,0.01284114,16.77419355,14.77272727
IRGC 77299,Stress,3,10,4,3,0.095046465,0.024061687,0.181040886,0.032560033,,,0.75,3.333333333
IRGC 29221,Stress,29,65,6.75,25.5,0.095046465,0.010126347,0.15260793,0.022725324,0.002167004,0.00244218,4.296296296,2.549019608
IRGC 77216,Stress,82,587,10.25,45,0.09378803,0.016041125,0.196129273,0.013703084,0.023934888,0.0259267,8,13.04444444
IRGC 37346,Stress,18,51,2.5,24,0.09378803,0.016041125,0.130031767,0.040611562,0.000522102,0.00069488,7.2,2.125
IRGC 38456,Stress,53,578,10,54,0.09378803,0.012944383,0.139221269,0.023991603,0.015817846,0.01527928,5.3,10.7037037
IRGC 26624,Stress,,,,,0.09378803,0.011396011,0.011396011,0.0068438,,,,
IRGC 77258,Stress,58,294,10.5,41,0.09378803,0.00984764,0.129140392,0.030397622,0.01105557,0.01155238,5.523809524,7.170731707
IRGC 6046,Control,80,570,6.5,55,0.093760372,1.41025641,0.004136644,0.007748049,0.019156572,0.0195031,12.30769231,10.36363636
IRGC 29072,Stress,2,5,5,3.5,0.093158812,0.017837235,0.165520838,0.054042576,,,0.4,1.428571429
IRGC 29068,Stress,46,150,7.75,37.5,0.091022237,0.011396011,0.165465777,0.037041033,0.003879274,0.00416524,5.935483871,4
IRGC 26399,Stress,93,553,7.75,47,0.090897776,0.0287068,0.133346895,0.043034727,0.019146146,0.01835978,12,11.76595745
IRGC 6588,Stress,123,747,13.5,49,0.090897776,0.02173913,0.118724657,0.029728725,0.01945652,0.01829716,9.111111111,15.24489796
IRGC 77285,Stress,,,,,0.090897776,0.01477146,0.137383395,0.044197759,0.004049298,0.00464196,,
IRGC 53483,Stress,74,475,7,35.5,0.090897776,0.00780379,0.152799408,0.029442872,0.017909462,0.01721444,10.57142857,13.38028169
IRGC 29146,Stress,46,337,9,33,0.090897776,0.00780379,0.149406336,0.028050491,,,5.111111111,10.21212121
IRGC 39559,Stress,53,279,6.5,38.5,0.089010123,0.012030844,0.11578991,0.026384244,0.006908428,0.00716292,8.153846154,7.246753247
IRGC 49375,Stress,46,399,7.75,34,0.088256444,0.020686238,0.173498175,0.024897808,0.01843397,0.0182204,5.935483871,11.73529412
IRGC 37086,Stress,72,446,11,47,0.088256444,0.020686238,0.104208922,0.040188832,0.015165018,0.01451168,6.545454545,9.489361702
IRGC 8341,Stress,13,103,5.5,29,0.088256444,0.014492754,0.152088697,0.023501763,0.004257818,0.00432886,2.363636364,3.551724138
IRGC 32817,Stress,89,464,9.5,43,0.088256444,0.014492754,0.082600398,0.037997027,0.018842188,0.01856986,9.368421053,10.79069767
IRGC 49242,Stress,76,450,9.5,42,0.088256444,0.012944383,0.078451709,0.044964697,0.020176716,0.01971116,8,10.71428571
IRGC 25855,Stress,75,412,8.5,45,0.088256444,0.008299269,0.126080635,0.038399604,0.014440812,0.01372186,8.823529412,9.155555556
IRGC 6046,Stress,15,100,6,30,0.086935778,0.024804905,0.09678187,0.037441366,0.004180826,0.00067266,2.5,3.333333333
IRGC 32816,Stress,89,581,9.5,47,0.086935778,0.015514679,0.159918133,0.025888765,0.019234366,0.01825272,9.368421053,12.36170213
IRGC 29283,Stress,40,181,5.5,39,0.086749087,0.024061687,0.165591959,0.033975686,0.001498136,0.00171094,7.272727273,4.641025641
IRGC 29009,Stress,72,157,6,32.5,0.086749087,0.02173913,0.209204558,0.020810108,0.004119874,0.00443592,12,4.830769231
IRGC 38130,Control,76,705,8,54.5,0.086749087,0.020252694,0.027306671,0.103864734,0.017994474,0.01719828,9.5,12.93577982
IRGC 38416,Stress,116,845,8.5,49,0.086749087,0.01477146,0.150864771,0.033775135,0.0181653,0.01731342,13.64705882,17.24489796
IRGC 6588,Stress,98,482,10,46.5,0.086749087,0.01477146,0.137791791,0.032082249,0.013589088,0.01395416,9.8,10.3655914
IRGC 77292,Stress,29,89,4.75,27.75,0.086749087,0.012448904,0.212294344,0.024420024,0.00111879,0.00120392,6.105263158,3.207207207
IRGC 82168,Stress,14,49,2.5,15,0.086749087,0.012448904,0.11207387,0.027737963,,,5.6,3.266666667
IRGC 27594,Control,58,447,10.5,39,0.085490652,0.075994054,0.010350979,0.000506317,0.018210212,0.02140594,5.523809524,11.46153846
IRGC 26578,Stress,43,310,10.5,44,0.085490652,0.020686238,0.064120294,0.031896445,0.016724106,0.01642664,4.095238095,7.045454545
IRGC 38251,Stress,,,,,0.085490652,0.017589496,0.130321797,0.046174403,,,,
IRGC 26478,Stress,93,422,9,40.5,0.085490652,0.012944383,0.144830733,0.037997027,0.014674194,0.01454198,10.33333333,10.41975309
IRGC 49242,Stress,112,580,10,45.5,0.085490652,0.012944383,0.074978125,0.048872223,0.020195964,0.0199071,11.2,12.74725275
IRGC 37550,Stress,101,505,9.5,41,0.085490652,0.00984764,0.10278377,0.019509476,0.015075996,0.01467328,10.63157895,12.31707317
IRGC 29432,Stress,56,133,7.5,27,0.084861434,0.018998514,0.161535784,0.043867997,0.002932914,0.00337138,7.466666667,4.925925926
IRGC 38416,Stress,24,160,4.5,46.5,0.084861434,0.018998514,0.14415926,0.031586771,0.004939518,0.0051712,5.333333333,3.440860215
IRGC 38293,Stress,37,130,6.75,30.25,0.082787089,0.010869565,0.120349697,0.034542752,0.002792564,0.00301788,5.481481481,4.297520661
IRGC 31812,Stress,105,637,9.5,42.5,0.082724859,0.022234609,0.139551527,0.032980305,0.020273758,0.02030302,11.05263158,14.98823529
IRGC 37346,Stress,77,382,10,39.5,0.082724859,0.011396011,0.183194253,0.031055901,0.014905972,0.00932028,7.7,9.670886076
IRGC 8742,Stress,63,550,8,40,0.082724859,0.00984764,0.201781862,0.041689892,0.016162706,0.0149682,7.875,13.75
IRGC 26290,Stress,51,770,9,56.5,0.082724859,0.008299269,0.181795553,0.01477146,0.018332918,0.01723868,5.666666667,13.62831858
IRGC 53529,Stress,57,320,6.75,42.5,0.082600398,0.02173913,0.077214424,0.004557676,0.012937062,0.01249976,8.444444444,7.529411765
IRGC 8806,Stress,56,208,7,37.5,0.082600398,0.017094017,0.13126452,0.021924935,0.004127894,0.00459348,8,5.546666667
IRGC 6534,Stress,98,798,8.25,53,0.082600398,0.017094017,0.086119869,0.031664189,0.018753166,0.01744068,11.87878788,15.05660377
IRGC 29416,Stress,59,351,9.5,47.5,0.082600398,0.012448904,0.248346907,0.01915216,0.009819688,0.0097263,6.210526316,7.389473684
IRGC 27567,Stress,48,176,7.5,35.5,0.082144042,0.010508279,0.11043257,0.037606838,0.000800396,0.00095748,6.4,4.957746479
IRGC 37967,Stress,88,715,8.5,47,0.082040325,0.014725009,0.093281227,0.03841705,0.020728492,0.02054542,10.35294118,15.21276596
IRGC 37754,Stress,100,724,10.5,48.5,0.082040325,0.013563731,0.15856819,0.038267827,0.02199485,0.02207456,9.523809524,14.92783505
IRGC 26504,Stress,79,457,8.5,53,0.081906975,0.018819345,0.074415361,0.042129612,0.017311972,0.01713364,9.294117647,8.622641509
IRGC 66815,Stress,43,165,8,36,0.081906975,0.016164994,0.084210844,0.039458126,0.004666838,0.00476114,5.375,4.583333333
IRGC 38344,Stress,92,503,8.5,44.5,0.081164952,0.013340766,0.116208143,0.028523507,0.019048302,0.01433594,10.82352941,11.30337079
IRGC 38251,Stress,,,,,0.080712745,0.016675957,0.137250775,0.034804361,,,,
IRGC 29072,Stress,69,205,7,31,0.080712745,0.009708287,0.100997529,0.021573971,0.00392579,0.00433694,9.857142857,6.612903226
IRGC 39559,Stress,73,449,8,48,0.079959066,0.026879723,0.093650784,0.03393562,0.017025658,0.01600446,9.125,9.354166667
IRGC 29260,Stress,,,,,0.079959066,0.017589496,0.205724688,0.026350461,,,,
IRGC 26458,Stress,104,563,8.5,49,0.079959066,0.017589496,0.144289276,0.034207091,0.017782746,0.01749926,12.23529412,11.48979592
IRGC 25838,Stress,84,532,11,43,0.079959066,0.017589496,0.105993685,0.03897131,0.015988672,0.0107868,7.636363636,12.37209302
IRGC 37468,Stress,111,681,11.75,46,0.079959066,0.011396011,0.244259005,0.009369857,0.01855828,0.0179073,9.446808511,14.80434783
IRGC 38361,Stress,80,335,9.5,42,0.0786384,0.024804905,0.133346895,0.022056796,,,8.421052632,7.976190476
IRGC 31618,Stress,106,485,13,42.5,0.0786384,0.022482349,0.130120668,0.037094548,0.02060338,0.02044644,8.153846154,11.41176471
IRGC 79342,Stress,67,370,6.5,43.5,0.0786384,0.020159792,0.142416196,0.037829803,0.009874224,0.01007374,10.30769231,8.505747126
IRGC 8794,Stress,80,358,11,31,0.0786384,0.012030844,0.176678836,0.03583963,0.015046322,0.01447936,7.272727273,11.5483871
IRGC 28947,Control,,,,,0.078451709,0.131735414,0.007442748,0.003567447,,,,
IRGC 77226,Control,118,925,10,57.5,0.078451709,0.066703828,0.010878299,0.002173913,0.019382736,0.01893144,11.8,16.08695652
IRGC 34034,Stress,76,572,7.5,45.5,0.078451709,0.01477146,0.214238301,0.021924935,,,10.13333333,12.57142857
IRGC 31665,Stress,111,600,10,44,0.078451709,0.01477146,0.164951875,0.014616623,0.024895684,0.03074238,11.1,13.63636364
IRGC 58824,Stress,75,380,14,44,0.078451709,0.012448904,0.206967723,0.012657934,0.013973246,0.01344916,5.357142857,8.636363636
IRGC 43860,Stress,60,265,6.5,35,0.078451709,0.010126347,0.122007533,0.029728725,0.008993628,0.01134634,9.230769231,7.571428571
IRGC 117318,Stress,104,540,6.5,37,0.078451709,0.005481234,0.137072685,0.032807772,0.017865352,0.0176144,16,14.59459459
IRGC 29031,Stress,75,467,9,41.5,0.077846001,0.015198811,0.151192658,0.04515858,0.012697264,0.0071609,8.333333333,11.25301205
IRGC 6046,Stress,57,366,10,41,0.077193274,0.017589496,0.165117823,0.037986705,0.012597816,0.01241088,5.7,8.926829268
IRGC 26458,Stress,75,415,14.2,42,0.077193274,0.011396011,0.138700042,0.028050491,0.019831054,0.01992528,5.281690141,9.880952381
IRGC 77258,Stress,106,654,12.5,47,0.077193274,0.00984764,0.192231513,0.034044186,0.020989944,0.02075146,8.48,13.91489362
IRGC 63517,Stress,,,,,0.076564056,0.025966184,0.122332213,0.043138966,0.015974236,0.0159277,,
IRGC 8742,Stress,50,272,7,36.5,0.076564056,0.013192122,0.13414842,0.033545251,,,7.142857143,7.452054795
IRGC 43860,Stress,103,529,12,38.5,0.076564056,0.010869565,0.144053189,0.034044186,0.013416658,0.01264924,8.583333333,13.74025974
IRGC 77293,Stress,110,629,7.5,36.5,0.076564056,0.009708287,0.149923249,0.032980305,0.023676644,0.02512476,14.66666667,17.23287671
IRGC 38344,Stress,46,245,5.75,43.75,0.074527049,0.016127834,0.18383302,0.032137303,0.003615416,0.0040804,8,5.6
IRGC 66831,Stress,87,724,10,46,0.074489711,0.017837235,0.097079323,0.035060508,0.020000276,0.01946876,8.7,15.73913043
IRGC 8361,Stress,92,344,11.75,38,0.074489711,0.0143534,0.139097245,0.045261984,0.0113483,0.01085346,7.829787234,9.052631579
IRGC 26335,Stress,114,900,11,50.5,0.074427481,0.022234609,0.076037172,0.043403939,0.021609088,0.0212807,10.36363636,17.82178218
IRGC 25919,Stress,90,440,12,41.5,0.074427481,0.020686238,0.061530752,0.038909655,0.014747176,0.01421878,7.5,10.60240964
IRGC 37086,Stress,90,538,10.25,42,0.074427481,0.014492754,0.135435839,0.032431337,0.02244397,0.0228664,8.780487805,12.80952381
IRGC 29367,Stress,63,605,10,55,0.074427481,0.00984764,0.227555592,0.020748173,0.01589163,0.01484296,6.3,11
IRGC 76237,Stress,67,507,9.5,41,0.07430302,0.017094017,0.190092931,0.024897808,0.019065946,0.01981418,7.052631579,12.36585366
IRGC 8341,Stress,65,501,9.5,44,0.07430302,0.012448904,0.223282443,0.020252694,0.01494126,0.01449956,6.842105263,11.38636364
IRGC 29260,Stress,21,142,9.75,38,0.073929638,0.006317354,0.165069015,0.023826699,0.000291928,0.00074336,2.153846154,3.736842105
IRGC 26504,Stress,91,356,8.5,47.75,0.072867574,0.015198811,0.1048512,0.026879723,0.013456758,0.0133825,10.70588235,7.455497382
IRGC 53529,Stress,37,180,7.5,30.5,0.072867574,0.014269788,0.141885164,0.036187645,0.010089962,0.00951824,4.933333333,5.901639344
IRGC 29283,Stress,58,360,10.5,43.5,0.072415367,0.02132107,0.119763078,0.040533974,0.010052268,0.0100192,5.523809524,8.275862069
IRGC 38535,Stress,59,408,8.5,43.5,0.071668603,0.016466927,0.094160935,0.039018952,0.021474352,0.02100598,6.941176471,9.379310345
IRGC 38149,Stress,57,473,7,48,0.071668603,0.004854143,0.117879021,0.035208385,0.014554696,0.01393598,8.142857143,9.854166667
IRGC 32817,Control,93,390,8.5,43,0.071661688,0.127090301,0.005146218,0.004960981,0.013809638,0.0134027,10.94117647,9.069767442
IRGC 26439,Control,65,637,8.5,52,0.071661688,0.043478261,0.01221295,0.002173913,0.01709463,0.0148874,7.647058824,12.25
IRGC 29096,Stress,42,197,6.5,31.5,0.071661688,0.019137867,0.100997529,0.037057682,0.005026936,0.00052116,6.461538462,6.253968254
IRGC 26744,Stress,70,323,6,41.5,0.071661688,0.016041125,0.176512889,0.028985507,0.010922438,0.01105142,11.66666667,7.78313253
IRGC 77284,Stress,99,722,6,49.5,0.071661688,0.012944383,0.109920503,0.03698395,,,16.5,14.58585859
IRGC 117318,Stress,99,555,7.5,38,0.071661688,0.011396011,0.206812147,0.037470581,0.017265456,0.01719222,13.2,14.60526316
IRGC 26744,Stress,81,461,10.25,41.5,0.071661688,0.011396011,0.118000569,0.024420024,0.016691224,0.01614384,7.902439024,11.10843373
IRGC 29068,Stress,87,367,10.5,40,0.071661688,0.00984764,0.269042483,0.036231884,0.019653812,0.01895568,8.285714286,9.175
IRGC 27547,Stress,51,563,9.5,47.5,0.071661688,0.00984764,0.19277575,0.009899253,0.018176528,0.01728716,5.368421053,11.85263158
IRGC 31745,Stress,75,460,7.75,44.5,0.071661688,0.00984764,0.136223424,0.025575448,0.016367216,0.01624686,9.677419355,10.33707865
IRGC 37161,Stress,140,695,9,50,0.071661688,0.00984764,0.100577237,0.035266429,0.020527992,0.01995356,15.55555556,13.9
IRGC 38149,Stress,105,715,9.5,52,0.071661688,0.006750898,0.182044474,0.032082249,0.02288908,0.02336736,11.05263158,13.75
IRGC 26367,Stress,109,990,10,52,0.071661688,0.005202527,0.196596001,0.024270717,0.018948854,0.01817192,10.9,19.03846154
IRGC 29083,Stress,50,167,6,32,0.071208098,0.019843924,0.123260199,0.032337895,0.002443694,0.00276336,8.333333333,5.21875
IRGC 38320,Stress,105,612,11.5,50,0.071208098,0.012411743,0.106581159,0.034044186,0.023583612,0.02500962,9.130434783,12.24
IRGC 77267,Stress,95,483,11,41,0.070341022,0.018998514,0.128389225,0.036705875,0.018555072,0.01381882,8.636363636,11.7804878
IRGC 79342,Stress,65,370,6.75,43,0.070341022,0.016675957,0.140682044,0.044964697,0.009060194,0.00905162,9.62962963,8.604651163
IRGC 37272,Stress,66,564,9,50.5,0.070341022,0.016675957,0.093471767,0.053237038,0.019375518,0.0188163,7.333333333,11.16831683
IRGC 31655,Stress,50,470,6.5,38.5,0.070341022,0.015514679,0.105263555,0.026097091,0.01281195,0.0070195,7.692307692,12.20779221
IRGC 8497,Stress,104,537,7.5,42,0.070341022,0.015514679,0.096133808,0.039667107,0.022468832,0.02268662,13.86666667,12.78571429
IRGC 29333,Stress,,,,,0.070341022,0.0143534,0.121362983,0.03996862,0.00550573,0.00593678,,
IRGC 37478,Stress,101,478,9.5,48,0.070341022,0.0143534,0.114189089,0.031010136,0.012307492,0.00713262,10.63157895,9.958333333
IRGC 38456,Control,66,666,5.5,56.5,0.070154331,0.057413601,0.010414548,0.003567447,0.019341834,0.01860622,12,11.78761062
IRGC 29377,Stress,24,123,4.5,37,0.070154331,0.010126347,0.216433915,0.03701798,,,5.333333333,3.324324324
IRGC 43862,Stress,105,602,7.5,43,0.070154331,0.00780379,0.190092931,0.024897808,0.017190068,0.01645896,14,14
IRGC 29031,Stress,92,346,8,41,0.070053577,0.010856293,0.137383395,0.028384607,0.011987494,0.0122816,11.5,8.43902439
IRGC 26802,Stress,57,400,12,37.5,0.069548623,0.017985879,0.112667801,0.034314539,0.015152988,0.0143925,4.75,10.66666667
